,1,2,3,4,5
208,-0.277777778,-0.277777778,1937.317835,322.8,0.006
209,-0.277777778,-0.277777778,2017.240125,348.2,0.003
210,-0.277777778,-0.277777778,19961.55732,348.2,0.029
211,-0.277777778,-0.166666667,4517.036025,283.2,0.0206
212,-0.277777778,-0.166666667,336236.7369,283.2,0.65
213,-0.277777778,-0.166666667,665256.1288,283.2,0.815
214,-0.277777778,-0.166666667,6679.799425,298.1,0.018
215,-0.277777778,-0.166666667,498950.4987,298.1,0.628
216,-0.277777778,-0.166666667,4644.218112,322.8,0.006
217,-0.277777778,-0.166666667,37727.31832,323.1,0.047
218,-0.277777778,-0.166666667,95184.54175,323.1,0.113000001
219,-0.277777778,-0.166666667,4340.212244,348.2,0.003
220,-0.277777778,-0.166666667,42670.67383,348.2,0.029
221,-0.277777778,-0.166666667,105831.5285,348.2,0.07
222,-0.277777778,-0.166666667,169353.8957,348.2,0.109000001
223,-0.277777778,-0.166666667,232612.4608,348.1,0.146
224,-0.277777778,-0.055555556,13341.22049,283.2,0.0206
225,-0.277777778,-0.055555556,71826.37688,283.2,0.106
226,-0.277777778,-0.055555556,203699.9831,283.2,0.271
227,-0.277777778,-0.055555556,364757.7584,283.2,0.428
228,-0.277777778,-0.055555556,542169.5716,283.2,0.558
229,-0.277777778,-0.055555556,705583.0628,283.2,0.65
230,-0.277777778,-0.055555556,1104776.066,283.2,0.815
231,-0.277777778,-0.055555556,18078.99216,298.1,0.018
232,-0.277777778,-0.055555556,78863.78641,298.2,0.076
233,-0.277777778,-0.055555556,210523.8933,298.2,0.19
234,-0.277777778,-0.055555556,353595.6754,298.2,0.297
235,-0.277777778,-0.055555556,497914.5444,298.1,0.39
236,-0.277777778,-0.055555556,654707.7551,298.1,0.475
237,-0.277777778,-0.055555556,826022.6858,298.2,0.552
238,-0.277777778,-0.055555556,1024437.67,298.1,0.628
239,-0.277777778,-0.055555556,11115.78151,322.8,0.006
240,-0.277777778,-0.055555556,89528.77863,323.1,0.047
241,-0.277777778,-0.055555556,223152.5173,323.1,0.113
242,-0.277777778,-0.055555556,356274.6738,323.1,0.174
243,-0.277777778,-0.055555556,490640.9758,323.1,0.231
244,-0.277777778,-0.055555556,628536.7201,323.1,0.285
245,-0.277777778,-0.055555556,768924.0068,323.2,0.335
246,-0.277777778,-0.055555556,910991.1193,323.2,0.382
247,-0.277777778,-0.055555556,9326.937031,348.2,0.003
248,-0.277777778,-0.055555556,91416.99487,348.2,0.029
249,-0.277777778,-0.055555556,225697.3301,348.2,0.07
250,-0.277777778,-0.055555556,359460.6858,348.2,0.109
251,-0.277777778,-0.055555556,491507.6864,348.1,0.146
252,-0.277777778,-0.055555556,626936.0562,348.1,0.182
253,-0.277777778,-0.055555556,754530.4145,348.2,0.214
254,-0.277777778,-0.055555556,895528.3703,348.2,0.248
255,-0.277777778,0.055555556,39484.75777,283.2,0.0206
256,-0.277777778,0.055555556,209576.4111,283.2,0.106
257,-0.277777778,0.055555556,572355.9762,283.2,0.271
258,-0.277777778,0.055555556,969729.887,283.2,0.428
259,-0.277777778,0.055555556,1343167.707,283.2,0.558
260,-0.277777778,0.055555556,49044.73744,298.1,0.018
261,-0.277777778,0.055555556,212627.9922,298.2,0.076
262,-0.277777778,0.055555556,559691.4658,298.2,0.19
263,-0.277777778,0.055555556,923341.2428,298.2,0.297
264,-0.277777778,0.055555556,1274042.796,298.1,0.39
265,-0.277777778,0.055555556,1634783.207,298.1,0.475
266,-0.277777778,0.055555556,2005318.438,298.2,0.552
267,-0.277777778,0.055555556,2402897.101,298.1,0.628
268,-0.277777778,0.055555556,26622.01629,322.8,0.006
269,-0.277777778,0.055555556,214089.4013,323.1,0.047
270,-0.277777778,0.055555556,533442.8301,323.1,0.113
271,-0.277777778,0.055555556,851255.7442,323.1,0.174
272,-0.277777778,0.055555556,1171704.466,323.1,0.231
273,-0.277777778,0.055555556,1500476.741,323.1,0.285
274,-0.277777778,0.055555556,1835185.534,323.2,0.335
275,-0.277777778,0.055555556,2176180.901,323.2,0.382
276,-0.277777778,0.055555556,20047.34435,348.2,0.003
277,-0.277777778,0.055555556,196819.3185,348.2,0.029
278,-0.277777778,0.055555556,487360.0145,348.2,0.07
279,-0.277777778,0.055555556,778620.9818,348.2,0.109
280,-0.277777778,0.055555556,1068549.821,348.1,0.146
281,-0.277777778,0.055555556,1367963.477,348.1,0.182
282,-0.277777778,0.055555556,1652003.326,348.2,0.214
283,-0.277777778,0.055555556,1969864.839,348.2,0.248
284,-0.277777778,0.166666667,117756.8416,283.2,0.0206
285,-0.277777778,0.166666667,639521.4261,283.2,0.106
286,-0.277777778,0.166666667,1895427.995,283.2,0.271
287,-0.277777778,0.166666667,133981.0008,298.1,0.018
288,-0.277777778,0.166666667,592372.639,298.2,0.076
289,-0.277777778,0.166666667,1655975.181,298.2,0.19
290,-0.277777778,0.166666667,63902.69711,322.8,0.006
291,-0.277777778,0.166666667,522154.8088,323.1,0.047
292,-0.277777778,0.166666667,1349158.118,323.1,0.113
293,-0.277777778,0.166666667,2264148.233,323.1,0.174
294,-0.277777778,0.166666667,43133.83258,348.2,0.003
295,-0.277777778,0.166666667,428507.681,348.2,0.029
296,-0.277777778,0.166666667,1084703.576,348.2,0.07
297,-0.277777778,0.166666667,1779270.05,348.2,0.109
298,-0.277777778,0.166666667,2523709,348.1,0.146
299,-0.277777778,0.277777778,359982.3146,283.2,0.0206
300,-0.277777778,0.277777778,373567.6639,298.1,0.018
301,-0.277777778,0.277777778,154259.7154,322.8,0.006
302,-0.277777778,0.277777778,93024.82768,348.2,0.003
303,-0.166666667,-0.5,273.7985496,322.8,0.006
304,-0.166666667,-0.5,405.2013374,348.2,0.003
305,-0.166666667,-0.388888889,796.5966523,322.8,0.006
306,-0.166666667,-0.388888889,930.1362923,348.2,0.003
307,-0.166666667,-0.277777778,1520.188753,283.2,0.0206
308,-0.166666667,-0.277777778,2462.168719,298.1,0.018
309,-0.166666667,-0.277777778,1936.266126,322.8,0.006
310,-0.166666667,-0.277777778,2016.748585,348.2,0.003
311,-0.166666667,-0.166666667,4506.807868,283.2,0.0206
312,-0.166666667,-0.166666667,570958.4617,283.2,0.815
313,-0.166666667,-0.166666667,6667.505565,298.1,0.018
314,-0.166666667,-0.166666667,4641.681834,322.8,0.006
315,-0.166666667,-0.166666667,37561.96299,323.1,0.047
316,-0.166666667,-0.166666667,94136.97984,323.1,0.113000001
317,-0.166666667,-0.166666667,4339.146245,348.2,0.003
318,-0.166666667,-0.166666667,42567.62716,348.2,0.029
319,-0.166666667,-0.166666667,105196.8231,348.2,0.07
320,-0.166666667,-0.166666667,229538.2579,348.1,0.146
321,-0.166666667,-0.055555556,13310.75911,283.2,0.0206
322,-0.166666667,-0.055555556,70932.98577,283.2,0.106
323,-0.166666667,-0.055555556,196414.7228,283.2,0.271
324,-0.166666667,-0.055555556,341520.8593,283.2,0.428
325,-0.166666667,-0.055555556,492242.8261,283.2,0.558
326,-0.166666667,-0.055555556,624407.6648,283.2,0.65
327,-0.166666667,-0.055555556,934829.5947,283.2,0.815
328,-0.166666667,-0.055555556,18045.39881,298.1,0.018
329,-0.166666667,-0.055555556,78219.71157,298.2,0.076
330,-0.166666667,-0.055555556,205849.9866,298.2,0.19
331,-0.166666667,-0.055555556,340254.4987,298.2,0.297
332,-0.166666667,-0.055555556,471270.4955,298.1,0.39
333,-0.166666667,-0.055555556,608800.2351,298.1,0.475
334,-0.166666667,-0.055555556,753986.6129,298.2,0.552
335,-0.166666667,-0.055555556,915705.0197,298.1,0.628
336,-0.166666667,-0.055555556,11109.6534,322.8,0.006
337,-0.166666667,-0.055555556,89130.40779,323.1,0.047
338,-0.166666667,-0.055555556,220637.4964,323.1,0.113
339,-0.166666667,-0.055555556,349773.2249,323.1,0.174
340,-0.166666667,-0.055555556,478159.0759,323.1,0.231
341,-0.166666667,-0.055555556,607834.8676,323.1,0.285
342,-0.166666667,-0.055555556,737750.6903,323.2,0.335
343,-0.166666667,-0.055555556,866924.5117,323.2,0.382
344,-0.166666667,-0.055555556,9324.622586,348.2,0.003
345,-0.166666667,-0.055555556,91192.93023,348.2,0.029
346,-0.166666667,-0.055555556,224314.3868,348.2,0.07
347,-0.166666667,-0.055555556,355910.9646,348.2,0.109
348,-0.166666667,-0.055555556,484781.7811,348.1,0.146
349,-0.166666667,-0.055555556,615874.8949,348.1,0.182
350,-0.166666667,-0.055555556,738391.9551,348.2,0.214
351,-0.166666667,-0.055555556,872568.0234,348.2,0.248
352,-0.166666667,0.055555556,39393.55335,283.2,0.0206
353,-0.166666667,0.055555556,206892.5925,283.2,0.106
354,-0.166666667,0.055555556,550441.9166,283.2,0.271
355,-0.166666667,0.055555556,900535.404,283.2,0.428
356,-0.166666667,0.055555556,1198372.501,283.2,0.558
357,-0.166666667,0.055555556,48952.47283,298.1,0.018
358,-0.166666667,0.055555556,210844.9488,298.2,0.076
359,-0.166666667,0.055555556,546523.36,298.2,0.19
360,-0.166666667,0.055555556,885071.7696,298.2,0.297
361,-0.166666667,0.055555556,1196244.878,298.1,0.39
362,-0.166666667,0.055555556,1498180.746,298.1,0.475
363,-0.166666667,0.055555556,1786107.178,298.2,0.552
364,-0.166666667,0.055555556,26607.18014,322.8,0.006
365,-0.166666667,0.055555556,213114.684,323.1,0.047
366,-0.166666667,0.055555556,527156.4799,323.1,0.113
367,-0.166666667,0.055555556,834631.1936,323.1,0.174
368,-0.166666667,0.055555556,1138983.393,323.1,0.231
369,-0.166666667,0.055555556,1444659.962,323.1,0.285
370,-0.166666667,0.055555556,1748434.549,323.2,0.335
371,-0.166666667,0.055555556,2048870.583,323.2,0.382
372,-0.166666667,0.055555556,20042.31414,348.2,0.003
373,-0.166666667,0.055555556,196327.2841,348.2,0.029
374,-0.166666667,0.055555556,484269.0406,348.2,0.07
375,-0.166666667,0.055555556,770536.9974,348.2,0.109
376,-0.166666667,0.055555556,1052918.98,348.1,0.146
377,-0.166666667,0.055555556,1341688.277,348.1,0.182
378,-0.166666667,0.055555556,1612821.147,348.2,0.214
379,-0.166666667,0.055555556,1912597.671,348.2,0.248
380,-0.166666667,0.166666667,117479.4901,283.2,0.0206
381,-0.166666667,0.166666667,630653.3332,283.2,0.106
382,-0.166666667,0.166666667,1795166.58,283.2,0.271
383,-0.166666667,0.166666667,133723.9976,298.1,0.018
384,-0.166666667,0.166666667,587084.7858,298.2,0.076
385,-0.166666667,0.166666667,1608219.781,298.2,0.19
386,-0.166666667,0.166666667,63866.61476,322.8,0.006
387,-0.166666667,0.166666667,519670.714,323.1,0.047
388,-0.166666667,0.166666667,1331361.448,323.1,0.113
389,-0.166666667,0.166666667,2209074.317,323.1,0.174
390,-0.166666667,0.166666667,43122.87716,348.2,0.003
391,-0.166666667,0.166666667,427402.4307,348.2,0.029
392,-0.166666667,0.166666667,1077337.491,348.2,0.07
393,-0.166666667,0.166666667,1758534.207,348.2,0.109
394,-0.166666667,0.166666667,2479571.223,348.1,0.146
395,-0.166666667,0.277777778,359094.6753,283.2,0.0206
396,-0.166666667,0.277777778,372821.0345,298.1,0.018
397,-0.166666667,0.277777778,154170.9628,322.8,0.006
398,-0.166666667,0.277777778,93000.85728,348.2,0.003
399,-0.166666667,0.277777778,955726.1019,348.2,0.029
400,-0.055555556,-0.5,273.5652933,322.8,0.006
401,-0.055555556,-0.5,405.0895718,348.2,0.003
402,-0.055555556,-0.388888889,796.1558539,322.8,0.006
403,-0.055555556,-0.388888889,929.9084888,348.2,0.003
404,-0.055555556,-0.277777778,1516.744668,283.2,0.0206
405,-0.055555556,-0.277777778,2457.665636,298.1,0.018
406,-0.055555556,-0.277777778,1935.21498,322.8,0.006
407,-0.055555556,-0.277777778,2016.257164,348.2,0.003
408,-0.055555556,-0.166666667,4496.602634,283.2,0.0206
409,-0.055555556,-0.166666667,491632.9732,283.2,0.815000041
410,-0.055555556,-0.166666667,6655.234101,298.1,0.018
411,-0.055555556,-0.166666667,187499.7251,298.1,0.39
412,-0.055555556,-0.166666667,4639.14692,322.8,0.006
413,-0.055555556,-0.166666667,37397.32572,323.1,0.047
414,-0.055555556,-0.166666667,93100.933,323.1,0.113
415,-0.055555556,-0.166666667,4338.080504,348.2,0.003
416,-0.055555556,-0.166666667,42464.82571,348.2,0.029
417,-0.055555556,-0.166666667,104565.8952,348.2,0.07
418,-0.055555556,-0.166666667,166117.5088,348.2,0.109000001
419,-0.055555556,-0.166666667,226504.9421,348.1,0.146
420,-0.055555556,-0.055555556,13280.36658,283.2,0.0206
421,-0.055555556,-0.055555556,70050.71663,283.2,0.106
422,-0.055555556,-0.055555556,189396.2809,283.2,0.271
423,-0.055555556,-0.055555556,319841.0798,283.2,0.428
424,-0.055555556,-0.055555556,447291.3606,283.2,0.558
425,-0.055555556,-0.055555556,553600.558,283.2,0.65
426,-0.055555556,-0.055555556,795957.3263,283.2,0.815
427,-0.055555556,-0.055555556,18011.867,298.1,0.018
428,-0.055555556,-0.055555556,77580.88568,298.2,0.076
429,-0.055555556,-0.055555556,201281.7086,298.2,0.19
430,-0.055555556,-0.055555556,327436.7878,298.2,0.297
431,-0.055555556,-0.055555556,446141.0956,298.1,0.39
432,-0.055555556,-0.055555556,566391.1007,298.1,0.475
433,-0.055555556,-0.055555556,688947.0746,298.2,0.552
434,-0.055555556,-0.055555556,820196.9948,298.1,0.628
435,-0.055555556,-0.055555556,11103.5286,322.8,0.006
436,-0.055555556,-0.055555556,88733.79584,323.1,0.047
437,-0.055555556,-0.055555556,218151.0626,323.1,0.113
438,-0.055555556,-0.055555556,343393.3923,323.1,0.174
439,-0.055555556,-0.055555556,466008.0912,323.1,0.231
440,-0.055555556,-0.055555556,587855.7517,323.1,0.285
441,-0.055555556,-0.055555556,707940.266,323.2,0.335
442,-0.055555556,-0.055555556,825197.375,323.2,0.382
443,-0.055555556,-0.055555556,9322.3087,348.2,0.003
444,-0.055555556,-0.055555556,90969.40639,348.2,0.029
445,-0.055555556,-0.055555556,222939.9016,348.2,0.07
446,-0.055555556,-0.055555556,352396.704,348.2,0.109
447,-0.055555556,-0.055555556,478150.2391,348.1,0.146
448,-0.055555556,-0.055555556,605016.5951,348.1,0.182
449,-0.055555556,-0.055555556,722617.0049,348.2,0.214
450,-0.055555556,-0.055555556,850236.6959,348.2,0.248
451,-0.055555556,0.055555556,39302.55786,283.2,0.0206
452,-0.055555556,0.055555556,204243.8141,283.2,0.106
453,-0.055555556,0.055555556,529437.6895,283.2,0.271
454,-0.055555556,0.055555556,837089.1427,283.2,0.428
455,-0.055555556,0.055555556,1073046.125,283.2,0.558
456,-0.055555556,0.055555556,48860.37998,298.1,0.018
457,-0.055555556,0.055555556,209077.0513,298.2,0.076
458,-0.055555556,0.055555556,533685.7894,298.2,0.19
459,-0.055555556,0.055555556,848595.9155,298.2,0.297
460,-0.055555556,0.055555556,1124153.135,298.1,0.39
461,-0.055555556,0.055555556,1376232.079,298.1,0.475
462,-0.055555556,0.055555556,1600015.276,298.2,0.552
463,-0.055555556,0.055555556,26592.35211,322.8,0.006
464,-0.055555556,0.055555556,212144.4141,323.1,0.047
465,-0.055555556,0.055555556,520947.2786,323.1,0.113
466,-0.055555556,0.055555556,818358.7002,323.1,0.174
467,-0.055555556,0.055555556,1107296.966,323.1,0.231
468,-0.055555556,0.055555556,1391308.207,323.1,0.285
469,-0.055555556,0.055555556,1666809.732,323.2,0.335
470,-0.055555556,0.055555556,1931419.084,323.2,0.382
471,-0.055555556,0.055555556,20037.28516,348.2,0.003
472,-0.055555556,0.055555556,195836.4666,348.2,0.029
473,-0.055555556,0.055555556,481198.0292,348.2,0.07
474,-0.055555556,0.055555556,762541.0477,348.2,0.109
475,-0.055555556,0.055555556,1037535.46,348.1,0.146
476,-0.055555556,0.055555556,1315977.318,348.1,0.182
477,-0.055555556,0.055555556,1574712.387,348.2,0.214
478,-0.055555556,0.055555556,1857328.875,348.2,0.248
479,-0.055555556,0.166666667,117202.7926,283.2,0.0206
