,1,2,3,4
484,-0.055555556,0.166666667,1562302.407,298.2
496,-0.055555556,0.277777778,372075.9434,298.1
505,0.055555556,-0.277777778,2453.170686,298.1
511,0.055555556,-0.166666667,6642.985036,298.1
523,0.055555556,-0.055555556,17978.39673,298.1
524,0.055555556,-0.055555556,76947.26563,298.2
525,0.055555556,-0.055555556,196816.5718,298.2
526,0.055555556,-0.055555556,315120.3947,298.2
549,0.055555556,0.055555556,48768.4586,298.1
550,0.055555556,0.055555556,207324.1657,298.2
551,0.055555556,0.055555556,521169.2915,298.2
552,0.055555556,0.055555556,813808.9985,298.2
553,0.055555556,0.055555556,1057204.392,298.1
554,0.055555556,0.055555556,1266669.13,298.1
555,0.055555556,0.055555556,1439390.836,298.2
556,0.055555556,0.055555556,1573118.098,298.1
576,0.055555556,0.166666667,133211.4667,298.1
577,0.055555556,0.166666667,576660.0152,298.2
578,0.055555556,0.166666667,1518111.613,298.2
590,0.055555556,0.277777778,371332.3871,298.1
595,0.166666667,-0.388888889,892.645363,298.1
599,0.166666667,-0.277777778,2448.683859,298.1
605,0.166666667,-0.166666667,6630.758232,298.1
606,0.166666667,-0.166666667,28630.79175,298.2
607,0.166666667,-0.166666667,168951.1064,298.1
619,0.166666667,-0.055555556,17944.98805,298.1
620,0.166666667,-0.055555556,76318.80873,298.2
621,0.166666667,-0.055555556,192452.1523,298.2
622,0.166666667,-0.055555556,303284.2473,298.2
645,0.166666667,0.055555556,48676.70836,298.1
646,0.166666667,0.055555556,205586.159,298.2
647,0.166666667,0.055555556,508964.7398,298.2
648,0.166666667,0.055555556,780614.6092,298.2
649,0.166666667,0.055555556,994914.6463,298.1
650,0.166666667,0.055555556,1167735.819,298.1
651,0.166666667,0.055555556,1299153.687,298.2
652,0.166666667,0.055555556,1388276.982,298.1
673,0.166666667,0.166666667,132955.9369,298.1
674,0.166666667,0.166666667,571521.99,298.2
675,0.166666667,0.166666667,1475546.746,298.2
676,0.166666667,0.166666667,2389399.943,298.2
689,0.166666667,0.277777778,370590.3623,298.1
694,0.277777778,-0.388888889,890.9828196,298.1
698,0.277777778,-0.277777778,2444.205156,298.1
702,0.277777778,-0.166666667,6618.553724,298.1
712,0.277777778,-0.055555556,17911.64043,298.1
713,0.277777778,-0.055555556,75695.47259,298.2
714,0.277777778,-0.055555556,188186.0885,298.2
715,0.277777778,-0.055555556,291908.2854,298.2
736,0.277777778,0.055555556,48585.12894,298.1
737,0.277777778,0.055555556,203862.8998,298.2
738,0.277777778,0.055555556,497063.329,298.2
739,0.277777778,0.055555556,748923.7229,298.2
740,0.277777778,0.055555556,936863.9273,298.1
741,0.277777778,0.055555556,1078033.951,298.1
742,0.277777778,0.055555556,1175683.493,298.2
743,0.277777778,0.055555556,1230624.733,298.1
764,0.277777778,0.166666667,132700.8964,298.1
765,0.277777778,0.166666667,566432.8125,298.2
766,0.277777778,0.166666667,1434516.455,298.2
767,0.277777778,0.166666667,2249585.536,298.2
780,0.277777778,0.277777778,369849.8653,298.1
786,0.388888889,-0.388888889,889.3231935,298.1
790,0.388888889,-0.277777778,2439.734534,298.1
794,0.388888889,-0.166666667,6606.371415,298.1
795,0.388888889,-0.166666667,190535.0302,298.1
804,0.388888889,-0.055555556,17878.35436,298.1
805,0.388888889,-0.055555556,75077.21523,298.2
806,0.388888889,-0.055555556,184016.079,298.2
807,0.388888889,-0.055555556,358957.9655,298.1
828,0.388888889,0.055555556,202154.2577,298.2
829,0.388888889,0.055555556,485456.5599,298.2
830,0.388888889,0.055555556,718653.9343,298.2
831,0.388888889,0.055555556,882684.7998,298.1
832,0.388888889,0.055555556,996425.7004,298.1
833,0.388888889,0.055555556,1066273.134,298.2
853,0.388888889,0.166666667,132446.3442,298.1
854,0.388888889,0.166666667,561391.9479,298.2
855,0.388888889,0.166666667,1394937.467,298.2
856,0.388888889,0.166666667,2123813.686,298.2
870,0.388888889,0.277777778,369110.8929,298.1
876,0.5,-0.388888889,887.6664478,298.1
881,0.5,-0.277777778,2435.271999,298.1
886,0.5,-0.166666667,6594.211306,298.1
896,0.5,-0.055555556,17845.12961,298.1
897,0.5,-0.055555556,74463.99499,298.2
898,0.5,-0.055555556,179939.8808,298.2
918,0.5,0.055555556,200460.1037,298.2
919,0.5,0.055555556,474136.2254,298.2
920,0.5,0.055555556,689728.7936,298.2
921,0.5,0.055555556,832053.4668,298.1
922,0.5,0.055555556,921968.7371,298.1
923,0.5,0.055555556,968827.5009,298.2
942,0.5,0.166666667,132192.2792,298.1
943,0.5,0.166666667,556398.8689,298.2
944,0.5,0.166666667,1356733.56,298.2
945,0.5,0.166666667,2009333.79,298.2
960,0.5,0.277777778,368373.4416,298.1
