,0,0,0,0
0,-0.5,-0.5,405.53677382113807,348.2
1,-0.5,-0.3888888888888889,344538.7036862482,283.2
2,-0.5,-0.3888888888888889,797.9204219872908,322.8
3,-0.5,-0.3888888888888889,930.8200150807979,348.2
4,-0.5,-0.2777777777777778,1530.5669390181151,283.2
5,-0.5,-0.2777777777777778,555226.0057436934,283.2
6,-0.5,-0.2777777777777778,2475.7269616732187,298.1
7,-0.5,-0.2777777777777778,1939.4229349308239,322.8
8,-0.5,-0.2777777777777778,2018.2235556619096,348.2
9,-0.5,-0.16666666666666669,4537.561412917849,283.2
10,-0.5,-0.16666666666666669,284853.4849641853,283.2
11,-0.5,-0.16666666666666669,914213.3526835439,283.2
12,-0.5,-0.16666666666666669,6704.454493361467,298.1
13,-0.5,-0.16666666666666669,153034.483637411,298.2
14,-0.5,-0.16666666666666669,231142.65542252528,298.1
15,-0.5,-0.16666666666666669,449735.49479342345,298.2
16,-0.5,-0.16666666666666669,4649.2947660107075,322.8
17,-0.5,-0.16666666666666669,38060.19555985582,323.1
18,-0.5,-0.16666666666666669,97314.72813767925,323.1
19,-0.5,-0.16666666666666669,297486.17532334244,323.1
20,-0.5,-0.16666666666666669,4342.3450104419635,348.2
21,-0.5,-0.16666666666666669,42877.505143283066,348.2
22,-0.5,-0.16666666666666669,107112.36247216444,348.2
23,-0.5,-0.16666666666666669,238885.78972306574,348.1
24,-0.5,-0.16666666666666669,452327.4892911204,348.2
25,-0.5,-0.05555555555555558,13402.350666283073,283.2
26,-0.5,-0.05555555555555558,73647.09362855523,283.2
27,-0.5,-0.05555555555555558,219114.2494309609,283.2
28,-0.5,-0.05555555555555558,416413.80275510985,283.2
29,-0.5,-0.05555555555555558,659684.7525766294,283.2
30,-0.5,-0.05555555555555558,907274.0110388782,283.2
31,-0.5,-0.05555555555555558,18146.36324205819,298.1
32,-0.5,-0.05555555555555558,80167.85707948847,298.2
33,-0.5,-0.05555555555555558,220198.87571181956,298.2
34,-0.5,-0.05555555555555558,381942.8177184474,298.2
35,-0.5,-0.05555555555555558,556170.9614533279,298.1
36,-0.5,-0.05555555555555558,758442.605185761,298.1
37,-0.5,-0.05555555555555558,995076.800558849,298.2
38,-0.5,-0.05555555555555558,1292264.8387741013,298.1
39,-0.5,-0.05555555555555558,11128.047708451457,322.8
40,-0.5,-0.05555555555555558,90330.82829511634,323.1
41,-0.5,-0.05555555555555558,228269.68188878696,323.1
42,-0.5,-0.05555555555555558,369652.3477339004,323.1
43,-0.5,-0.05555555555555558,516637.4446974228,323.1
44,-0.5,-0.05555555555555558,672228.7023897228,323.1
45,-0.5,-0.05555555555555558,835656.4843258951,323.2
46,-0.5,-0.05555555555555558,1006793.8913494252,323.2
47,-0.5,-0.05555555555555558,9331.567607321353,348.2
48,-0.5,-0.05555555555555558,91866.75131406651,348.2
49,-0.5,-0.05555555555555558,228488.8031566117,348.2
50,-0.5,-0.05555555555555558,366668.0105116234,348.2
51,-0.5,-0.05555555555555558,505248.36319967074,348.1
52,-0.5,-0.05555555555555558,649683.7124639585,348.1
53,-0.5,-0.05555555555555558,787935.8351806356,348.2
54,-0.5,-0.05555555555555558,943418.7892040405,348.2
55,-0.5,0.05555555555555558,39667.79529892553,283.2
56,-0.5,0.05555555555555558,215051.13036387207,283.2
57,-0.5,0.05555555555555558,619104.7125852449,283.2
58,-0.5,0.05555555555555558,1128420.0774250643,283.2
59,-0.5,0.05555555555555558,1714594.982820225,283.2
60,-0.5,0.05555555555555558,49229.783291096704,298.1
61,-0.5,0.05555555555555558,216240.0599423523,298.2
62,-0.5,0.05555555555555558,587058.9179700324,298.2
63,-0.5,0.05555555555555558,1005727.5344027826,298.2
64,-0.5,0.05555555555555558,1449535.6041837868,298.1
65,-0.5,0.05555555555555558,1965358.6835573935,298.1
66,-0.5,0.05555555555555558,974596491.1888311,298.1
67,-0.5,0.05555555555555558,26651.71292461849,322.8
68,-0.5,0.05555555555555558,216052.26188758135,323.1
69,-0.5,0.05555555555555558,546251.2368726451,323.1
70,-0.5,0.05555555555555558,885597.6252144909,323.1
71,-0.5,0.05555555555555558,1240427.2355120783,323.1
72,-0.5,0.05555555555555558,1620160.572680342,323.1
73,-0.5,0.05555555555555558,2026134.3549580388,323.2
74,-0.5,0.05555555555555558,2466477.3947418327,323.2
75,-0.5,0.05555555555555558,20057.408459632225,348.2
76,-0.5,0.05555555555555558,197807.04687872186,348.2
77,-0.5,0.05555555555555558,493602.4054787401,348.2
78,-0.5,0.05555555555555558,795057.4446146872,348.2
79,-0.5,0.05555555555555558,1100572.5272476238,348.1
80,-0.5,0.05555555555555558,1422269.6162424793,348.1
81,-0.5,0.05555555555555558,1733751.045272546,348.2
82,-0.5,0.05555555555555558,2090811.8867085008,348.2
83,-0.5,0.16666666666666663,118313.5129481116,283.2
84,-0.5,0.16666666666666663,657672.9391197612,283.2
85,-0.5,0.16666666666666663,134496.48723863464,298.1
86,-0.5,0.16666666666666663,603102.1106615833,298.2
87,-0.5,0.16666666666666663,1757511.2912128328,298.2
88,-0.5,0.16666666666666663,63974.921824447214,322.8
89,-0.5,0.16666666666666663,527159.9763974877,323.1
90,-0.5,0.16666666666666663,1385593.3805143968,323.1
91,-0.5,0.16666666666666663,2380307.3921289574,323.1
92,-0.5,0.16666666666666663,43155.75153812247,348.2
93,-0.5,0.16666666666666663,430726.8290667111,348.2
94,-0.5,0.16666666666666663,1099599.590326027,348.2
95,-0.5,0.16666666666666663,1821613.1169804304,348.2
96,-0.5,0.16666666666666663,2615150.6464997744,348.1
97,-0.5,0.2777777777777777,361764.44913326774,283.2
98,-0.5,0.2777777777777777,154437.37203289155,322.8
99,-0.5,0.2777777777777777,93072.78647209243,348.2
100,-0.3888888888888889,-0.5,274.264544468692,322.8
101,-0.3888888888888889,-0.5,405.42493692145996,348.2
102,-0.3888888888888889,-0.3888888888888889,797.478937079536,322.8
103,-0.3888888888888889,-0.3888888888888889,930.5920545093429,348.2
104,-0.3888888888888889,-0.2777777777777778,1527.0998717539014,283.2
105,-0.3888888888888889,-0.2777777777777778,477669.4237710112,283.2
106,-0.3888888888888889,-0.2777777777777778,2471.199370061455,298.1
107,-0.3888888888888889,-0.2777777777777778,1938.3701039128532,322.8
108,-0.3888888888888889,-0.2777777777777778,2017.7317819952611,348.2
109,-0.3888888888888889,-0.2777777777777778,20009.270069906837,348.2
110,-0.3888888888888889,-0.16666666666666669,4527.2871987542585,283.2
111,-0.3888888888888889,-0.16666666666666669,778077.8436188769,283.2
112,-0.3888888888888889,-0.16666666666666669,6692.115721101235,298.1
113,-0.3888888888888889,-0.16666666666666669,83317.77780721676,298.2
114,-0.3888888888888889,-0.16666666666666669,412887.9795528204,298.2
115,-0.3888888888888889,-0.16666666666666669,4646.7557565146535,322.8
116,-0.3888888888888889,-0.16666666666666669,37893.39480411239,323.1
117,-0.3888888888888889,-0.16666666666666669,96243.74782009653,323.1
118,-0.3888888888888889,-0.16666666666666669,4341.278498693335,348.2
119,-0.3888888888888889,-0.16666666666666669,42773.96630710622,348.2
120,-0.3888888888888889,-0.16666666666666669,106470.03408008319,348.2
121,-0.3888888888888889,-0.16666666666666669,235728.11421824354,348.1
122,-0.3888888888888889,-0.16666666666666669,368321.5893718115,348.2
123,-0.3888888888888889,-0.05555555555555558,13371.750987108286,283.2
124,-0.3888888888888889,-0.05555555555555558,72731.03163891079,283.2
125,-0.3888888888888889,-0.05555555555555558,211262.7646326822,283.2
126,-0.3888888888888889,-0.05555555555555558,389676.4580811399,283.2
127,-0.3888888888888889,-0.05555555555555558,597726.6405186368,283.2
128,-0.3888888888888889,-0.05555555555555558,799053.7502348714,283.2
129,-0.3888888888888889,-0.05555555555555558,1316431.9719402913,283.2
130,-0.3888888888888889,-0.05555555555555558,18112.64700450804,298.1
131,-0.3888888888888889,-0.05555555555555558,79513.15363401565,298.2
132,-0.3888888888888889,-0.05555555555555558,215305.9824916993,298.2
133,-0.3888888888888889,-0.05555555555555558,367483.6109198003,298.2
134,-0.3888888888888889,-0.05555555555555558,526177.1028968088,298.1
