,0,0,0,0,0
0,-0.9,-0.5,363046.6317827537,283.2,0.815
1,-0.9,-0.5,405.93955433479783,348.2,0.0030000000000000317
2,-0.9,-0.29999999999999993,266633.00781640946,283.2,0.65
3,-0.9,-0.29999999999999993,884317.1343413066,283.2,0.8150000000000001
4,-0.9,-0.29999999999999993,2040.6459139168542,298.1,0.018000000000000023
5,-0.9,-0.29999999999999993,383743.0674035974,298.1,0.628
6,-0.9,-0.29999999999999993,1630.219313486015,322.8,0.006000000000000045
7,-0.9,-0.29999999999999993,1732.1531496520927,348.2,0.003000000000000009
8,-0.9,-0.09999999999999998,8761.450533774234,283.2,0.020599999999999917
9,-0.9,-0.09999999999999998,50399.380995181884,283.2,0.10600000000000002
10,-0.9,-0.09999999999999998,166851.3672545106,283.2,0.271
11,-0.9,-0.09999999999999998,362336.55151966645,283.2,0.4280000000000001
12,-0.9,-0.09999999999999998,664603.8348347372,283.2,0.558
13,-0.9,-0.09999999999999998,1046366.5833397189,283.2,0.65
14,-0.9,-0.09999999999999998,12264.73182507927,298.1,0.018000000000000002
15,-0.9,-0.09999999999999998,55712.46623591649,298.2,0.07599999999999991
16,-0.9,-0.09999999999999998,162776.91899448825,298.2,0.1899999999999999
17,-0.9,-0.09999999999999998,302637.84044144594,298.2,0.29700000000000004
18,-0.9,-0.09999999999999998,473656.71435158694,298.1,0.39000000000000007
19,-0.9,-0.09999999999999998,699069.2636185237,298.1,0.475
20,-0.9,-0.09999999999999998,1000126.6489507565,298.2,0.552
21,-0.9,-0.09999999999999998,1444689.358093804,298.1,0.628
22,-0.9,-0.09999999999999998,7864.394137125268,322.8,0.006000000000000035
23,-0.9,-0.09999999999999998,64918.03270802075,323.1,0.04700000000000006
24,-0.9,-0.09999999999999998,168748.61523433978,323.1,0.11300000000000009
25,-0.9,-0.09999999999999998,281287.0162540242,323.1,0.17400000000000004
26,-0.9,-0.09999999999999998,405073.18770410307,323.1,0.23100000000000004
27,-0.9,-0.09999999999999998,543852.9845070293,323.1,0.28500000000000003
28,-0.9,-0.09999999999999998,698200.3586318495,323.2,0.33499999999999996
29,-0.9,-0.09999999999999998,869752.7680821838,323.2,0.38200000000000006
