,0
0,0.591387938
1,0.597229999
5,0.639124756
6,0.582738034
7,0.599084501
8,0.599917304
9,0.597292906
10,0.639563328
11,0.553990782
12,0.589314431
13,0.589264892
14,0.552456995
15,0.544951546
17,0.596435756
18,0.591379614
20,0.554393029
21,0.581920132
22,0.53089672
23,0.545252476
24,0.58923302
25,0.585846483
26,0.587306674
27,0.588003853
28,0.635399943
29,0.58867122
30,0.593582653
31,0.637222652
32,0.588651128
33,0.585608638
34,0.54706851
35,0.636496903
36,0.601036436
37,0.534887809
38,0.604531241
39,0.543340401
40,0.537259579
41,0.584982624
42,0.596958565
43,0.546532835
44,0.58747823
45,0.547906353
46,0.55545391
47,0.591913991
48,0.547204978
49,0.538879193
50,0.59694387
51,0.530334118
52,0.601764112
53,0.536854475
54,0.54432246
55,0.542097058
56,0.64081175
57,0.556559819
58,0.583703454
59,0.579826829
60,0.592807462
61,0.640828998
62,0.641819568
63,0.59954933
64,0.5990659
65,0.637152561
66,0.604347615
67,0.543632876
68,0.5473562
69,0.60510876
70,0.586344014
71,0.592202768
72,0.599194565
74,0.541646364
75,0.571664429
76,0.598816594
77,0.554000458
78,0.595735267
79,0.59091709
80,0.544300638
81,0.548294631
82,0.594948253
83,0.535973403
84,0.60088687
85,0.583279016
86,0.550279822
87,0.585069845
88,0.548202227
89,0.581101084
90,0.599689703
91,0.637246493
92,0.589562783
93,0.579229111
94,0.596870939
95,0.639637029
96,0.591192524
97,0.593575202
98,0.584950514
99,0.598898366
