,0
0,0.594391348
2,0.539273993
3,0.59003026
4,0.589999003
5,0.585909457
6,0.54914418
7,0.58265636
8,0.548458613
9,0.58472855
10,0.585588843
11,0.583836978
12,0.596743781
13,0.553010533
15,0.553499849
16,0.539376059
17,0.587217623
18,0.59375118
20,0.598811711
21,0.595328897
22,0.592501848
24,0.544669124
26,0.551339196
27,0.552775575
29,0.595581338
32,0.546767361
33,0.584035127
34,0.598325898
35,0.585007916
36,0.554576472
37,0.595064601
38,0.590660925
39,0.585016589
40,0.550546651
41,0.546827993
42,0.545170679
43,0.595945201
44,0.54619805
45,0.553840691
47,0.554346329
48,0.550176082
49,0.547941719
50,0.58230236
51,0.595921721
52,0.597289003
53,0.545158045
54,0.553170037
55,0.545735341
56,0.591106404
57,0.589951266
58,0.5503661
59,0.589266978
60,0.591117041
62,0.550038695
64,0.582860895
65,0.593957063
66,0.585081216
67,0.621270603
68,0.552956417
69,0.589825724
70,0.583576836
71,0.581693734
72,0.584412497
73,0.598375125
74,0.54855677
75,0.550926693
76,0.629563379
77,0.598845364
78,0.597505648
79,0.547035208
80,0.548412287
81,0.552132342
82,0.591785601
83,0.546495087
85,0.597984877
87,0.553919447
89,0.545822767
90,0.585051968
91,0.587958032
92,0.58356125
93,0.592161148
95,0.553609741
96,0.587236237
97,0.59106877
98,0.586135226
99,0.587185137
