,Unnamed: 0,sc_param1,sc_param2,sc_param3,"PR_kappa_A[emimTf2N,R125]","PR_kappa_A[R125,emimTf2N]","PR_kappa_B[emimTf2N,R125]",SSR
0,0,-0.0550308799720212,0.0040031999044465,0.1337523052638431,,,,
1,1,-0.0550308799720212,0.0040031999044465,0.6494371679597566,,,,
2,2,-0.0550308799720212,0.0040031999044465,-0.9009914701585078,,,,
3,3,-0.0550308799720212,0.0040031999044465,0.4862271746439195,,,,
4,4,-0.0550308799720212,0.0040031999044465,0.3207198616255133,,,,
5,5,-0.0550308799720212,0.0040031999044465,0.7437909563389555,,,,
6,6,-0.0550308799720212,0.0040031999044465,-0.3107063337963446,,,,
7,7,-0.0550308799720212,0.0040031999044465,0.0046334904920841,-0.013698054809511095,-0.3643952553656651,0.35272710099739635,0.25423016307833146
8,8,-0.0550308799720212,0.0040031999044465,-0.0995663082772518,,,,
9,9,-0.0550308799720212,0.0040031999044465,-0.6246237883252411,,,,
10,10,-0.0550308799720212,0.0040031999044465,0.6601779145661164,,,,
11,11,-0.0550308799720212,0.0040031999044465,-0.9117590535330772,,,,
12,12,-0.0550308799720212,0.0040031999044465,0.0325487154129473,0.00179598544600956,-2.0694146582362105,2.2803774710828364,2.7061489506573873
13,13,-0.0550308799720212,0.0040031999044465,-0.5105490712809628,,,,
14,14,-0.0550308799720212,0.0040031999044465,0.8062272111689504,,,,
15,15,-0.0550308799720212,0.0040031999044465,0.0777098533793996,-0.014873278059920286,-0.19863852837787485,0.17471757668815333,0.21318688833041854
16,16,-0.0550308799720212,0.0040031999044465,-0.7673140829028134,,,,
17,17,-0.0550308799720212,0.0040031999044465,0.7105770859655001,,,,
18,18,-0.0550308799720212,0.0040031999044465,-0.9224276102999552,,,,
19,19,-0.0550308799720212,0.0040031999044465,-0.6994621492366612,,,,
20,20,-0.0550308799720212,0.0040031999044465,-0.5442135315061369,,,,
21,21,-0.0550308799720212,0.0040031999044465,0.5449510083317579,,,,
22,22,-0.0550308799720212,0.0040031999044465,-0.2610146680698629,,,,
23,23,-0.0550308799720212,0.0040031999044465,-0.9676223794841812,,,,
24,24,-0.0550308799720212,0.0040031999044465,0.621216868003569,,,,
25,25,-0.0550308799720212,0.0040031999044465,-0.2570299405145847,,,,
26,26,-0.0550308799720212,0.0040031999044465,0.5551414916376542,,,,
27,27,-0.0550308799720212,0.0040031999044465,0.7545993672256932,,,,
28,28,-0.0550308799720212,0.0040031999044465,0.3325954234647084,,,,
29,29,-0.0550308799720212,0.0040031999044465,0.1102744430017887,-0.013945517753035423,-0.3303851040307371,0.3161455050393559,0.24465236068517526
30,30,-0.0550308799720212,0.0040031999044465,0.7888854661308373,,,,
31,31,-0.0550308799720212,0.0040031999044465,-0.7610855356682756,,,,
32,32,-0.0550308799720212,0.0040031999044465,-0.7997965906038966,,,,
33,33,-0.0550308799720212,0.0040031999044465,-0.93421368994843,,,,
34,34,-0.0550308799720212,0.0040031999044465,-0.3334072944617358,,,,
35,35,-0.0550308799720212,0.0040031999044465,-0.6433067083042954,,,,
36,36,-0.0550308799720212,0.0040031999044465,0.9876592643468468,,,,
37,37,-0.0550308799720212,0.0040031999044465,-0.1707390896365545,,,,
38,38,-0.0550308799720212,0.0040031999044465,0.4587530752455546,,,,
39,39,-0.0550308799720212,0.0040031999044465,0.3669903455146723,,,,
40,40,-0.0550308799720212,0.0040031999044465,0.5235393796997572,,,,
41,41,-0.0550308799720212,0.0040031999044465,0.826733246085807,,,,
42,42,-0.0550308799720212,0.0040031999044465,-0.3501011032772994,,,,
43,43,-0.0550308799720212,0.0040031999044465,-0.5673755277605946,,,,
44,44,-0.0550308799720212,0.0040031999044465,-0.8378697585879167,,,,
45,45,-0.0550308799720212,0.0040031999044465,0.1653640250343919,,,,
46,46,-0.0550308799720212,0.0040031999044465,0.087596802791005,-0.014531483503420288,-0.2479877533674406,0.22764129581221262,0.22393875652897635
47,47,-0.0550308799720212,0.0040031999044465,0.2800912542444298,,,,
48,48,-0.0550308799720212,0.0040031999044465,0.2178602511293332,,,,
49,49,-0.0550308799720212,0.0040031999044465,-0.1107784576221422,,,,
50,50,-0.0550308799720212,0.0040031999044465,-0.6632577660660575,,,,
51,51,-0.0550308799720212,0.0040031999044465,0.5035759627830709,,,,
52,52,-0.0550308799720212,0.0040031999044465,0.940924397061079,,,,
53,53,-0.0550308799720212,0.0040031999044465,-0.696978617431351,,,,
54,54,-0.0550308799720212,0.0040031999044465,0.6148079236213999,,,,
55,55,-0.0550308799720212,0.0040031999044465,0.7701882705230949,,,,
56,56,-0.0550308799720212,0.0040031999044465,-0.8441152479491307,,,,
57,57,-0.0550308799720212,0.0040031999044465,-0.0606828476768244,,,,
58,58,-0.0550308799720212,0.0040031999044465,0.4457463265222798,,,,
59,59,-0.0550308799720212,0.0040031999044465,0.4293528286523747,,,,
60,60,-0.0550308799720212,0.0040031999044465,0.6010363489205064,,,,
61,61,-0.0550308799720212,0.0040031999044465,0.0631306544860186,-0.013698054005303684,-0.36439523083114744,0.3527270814768681,0.25423025117714776
62,62,-0.0550308799720212,0.0040031999044465,0.1377623343077312,,,,
63,63,-0.0550308799720212,0.0040031999044465,-0.2843411275765283,,,,
64,64,-0.0550308799720212,0.0040031999044465,0.1227881018174115,,,,
65,65,-0.0550308799720212,0.0040031999044465,-0.9733650510368196,,,,
66,66,-0.0550308799720212,0.0040031999044465,0.4332009585365228,,,,
67,67,-0.0550308799720212,0.0040031999044465,0.6256701507638724,,,,
68,68,-0.0550308799720212,0.0040031999044465,0.6441624094833713,,,,
69,69,-0.0550308799720212,0.0040031999044465,-0.9390032640147854,,,,
70,70,-0.0550308799720212,0.0040031999044465,0.8206356120354508,,,,
71,71,-0.0550308799720212,0.0040031999044465,-0.784946399771034,,,,
72,72,-0.0550308799720212,0.0040031999044465,0.6840978069154164,,,,
73,73,-0.0550308799720212,0.0040031999044465,0.0215335628356787,-0.013181590391146596,-0.43396168602014856,0.4276464986924771,0.27574157582986436
74,74,-0.0550308799720212,0.0040031999044465,-0.9813282905542524,,,,
75,75,-0.0550308799720212,0.0040031999044465,-0.7227387414231317,,,,
76,76,-0.0550308799720212,0.0040031999044465,0.1966511908069439,,,,
77,77,-0.0550308799720212,0.0040031999044465,0.4140133329637863,,,,
78,78,-0.0550308799720212,0.0040031999044465,-0.924711865437781,,,,
79,79,-0.0550308799720212,0.0040031999044465,-0.6298102583548376,,,,
80,80,-0.0550308799720212,0.0040031999044465,-0.5145558513846487,,,,
81,81,-0.0550308799720212,0.0040031999044465,0.3995471195161673,,,,
82,82,-0.0550308799720212,0.0040031999044465,0.513751502875242,,,,
83,83,-0.0550308799720212,0.0040031999044465,0.1750504821136034,,,,
84,84,-0.0550308799720212,0.0040031999044465,0.7343485921295936,,,,
85,85,-0.0550308799720212,0.0040031999044465,-0.0952493854880131,,,,
86,86,-0.0550308799720212,0.0040031999044465,0.9575302496961072,,,,
87,87,-0.0550308799720212,0.0040031999044465,-0.4729945154365681,,,,
88,88,-0.0550308799720212,0.0040031999044465,0.3555579125142345,,,,
89,89,-0.0550308799720212,0.0040031999044465,0.2122395704987802,,,,
90,90,-0.0550308799720212,0.0040031999044465,-0.4368323601346598,,,,
91,91,-0.0550308799720212,0.0040031999044465,-0.4421570776653259,,,,
92,92,-0.0550308799720212,0.0040031999044465,0.3462148440803054,,,,
93,93,-0.0550308799720212,0.0040031999044465,0.5946877140171192,,,,
94,94,-0.0550308799720212,0.0040031999044465,-0.8243533695771008,,,,
95,95,-0.0550308799720212,0.0040031999044465,-0.2387541530751999,,,,
96,96,-0.0550308799720212,0.0040031999044465,0.5823387924787944,,,,
97,97,-0.0550308799720212,0.0040031999044465,0.913012196972992,,,,
98,98,-0.0550308799720212,0.0040031999044465,0.9744145794842451,,,,
99,99,-0.0550308799720212,0.0040031999044465,-0.1442171805144168,,,,
100,100,-0.0550308799720212,0.0040031999044465,-0.1189426457752765,,,,
101,101,-0.0550308799720212,0.0040031999044465,-0.2916981775154441,,,,
102,102,-0.0550308799720212,0.0040031999044465,-0.082397558032196,,,,
103,103,-0.0550308799720212,0.0040031999044465,0.5109740790671704,,,,
104,104,-0.0550308799720212,0.0040031999044465,0.4796079468315777,,,,
105,105,-0.0550308799720212,0.0040031999044465,0.965701932384792,,,,
106,106,-0.0550308799720212,0.0040031999044465,-0.5720865440521887,,,,
107,107,-0.0550308799720212,0.0040031999044465,-0.2190962374414767,,,,
108,108,-0.0550308799720212,0.0040031999044465,0.3908623164548168,,,,
109,109,-0.0550308799720212,0.0040031999044465,-0.6538456040028298,,,,
110,110,-0.0550308799720212,0.0040031999044465,-0.3432793521384771,,,,
111,111,-0.0550308799720212,0.0040031999044465,0.5893050167144718,,,,
112,112,-0.0550308799720212,0.0040031999044465,-0.5310787485736742,,,,
113,113,-0.0550308799720212,0.0040031999044465,-0.3145252110574543,,,,
114,114,-0.0550308799720212,0.0040031999044465,-0.0801544030485856,,,,
115,115,-0.0550308799720212,0.0040031999044465,-0.2761341397477875,,,,
116,116,-0.0550308799720212,0.0040031999044465,-0.827706464148793,,,,
117,117,-0.0550308799720212,0.0040031999044465,-0.0398116704451697,-0.014050515431070124,-0.3158168701210434,0.30048484082611376,0.24073506871153078
118,118,-0.0550308799720212,0.0040031999044465,-0.4561086319443224,,,,
119,119,-0.0550308799720212,0.0040031999044465,0.1536815935726478,,,,
120,120,-0.0550308799720212,0.0040031999044465,-0.9586330406286604,,,,
121,121,-0.0550308799720212,0.0040031999044465,0.2445238954049962,,,,
122,122,-0.0550308799720212,0.0040031999044465,-0.1599805965564387,,,,
123,123,-0.0550308799720212,0.0040031999044465,0.3024090560850636,,,,
124,124,-0.0550308799720212,0.0040031999044465,-0.3608908247021195,,,,
125,125,-0.0550308799720212,0.0040031999044465,-0.4001419870984187,,,,
126,126,-0.0550308799720212,0.0040031999044465,-0.1265046811101918,,,,
127,127,-0.0550308799720212,0.0040031999044465,0.1157247496817528,,,,
128,128,-0.0550308799720212,0.0040031999044465,-0.7373514724986991,,,,
129,129,-0.0550308799720212,0.0040031999044465,-0.7220759250880033,,,,
130,130,-0.0550308799720212,0.0040031999044465,-0.522071075780544,,,,
131,131,-0.0550308799720212,0.0040031999044465,-0.7448613371426299,,,,
132,132,-0.0550308799720212,0.0040031999044465,-0.7916323281569245,,,,
133,133,-0.0550308799720212,0.0040031999044465,-0.5895351227183989,,,,
134,134,-0.0550308799720212,0.0040031999044465,0.3393407136411013,,,,
