,Unnamed: 0,sc_param1,sc_param2,"SRK_kappa_A[emimTf2N,R125]","SRK_kappa_A[R125,emimTf2N]",SSR
114,114,0.0841770341525645,-0.0047972600387188,,,
115,115,0.0469333311884696,-0.0047972600387188,,,
116,116,-0.4458308382672087,-0.0047972600387188,,,
117,117,0.7144502875681378,-0.0047972600387188,,,
118,118,0.6375697181219153,-0.0047972600387188,,,
119,119,-0.963865271494708,-0.0047972600387188,,,
120,120,-0.0550308799720212,-0.0047972600387188,-0.206021696931869,-0.026900298933737122,8.834081450432732
121,121,0.9307465565371782,-0.0047972600387188,,,
122,122,-0.0942900723595129,-0.0047972600387188,,,
123,123,0.7081256268447833,-0.0047972600387188,,,
124,124,0.0891333672311225,-0.0047972600387188,,,
125,125,-0.1662993408544035,-0.0047972600387188,,,
126,126,-0.9115584821025494,-0.0047972600387188,,,
127,127,-0.0056789448304904,-0.0047972600387188,-0.052864984397257286,-0.028872274359935744,0.13315826434076122
128,128,0.7772901638504741,-0.0047972600387188,,,
129,129,0.8465829163913456,-0.0047972600387188,,,
130,130,-0.3968287844449122,-0.0047972600387188,,,
131,131,-0.7207692420580087,-0.0047972600387188,,,
132,132,-1.0,-0.0047972600387188,,,
133,133,-0.3389611570663299,-0.0047972600387188,,,
134,134,0.062734456249258,-0.0047972600387188,,,
135,135,0.6655083080514899,-0.0047972600387188,,,
136,136,0.3328254330094227,-0.0047972600387188,,,
137,137,0.8613343232623059,-0.0047972600387188,,,
138,138,0.5018810757865768,-0.0047972600387188,,,
139,139,-0.6458977866432423,-0.0047972600387188,,,
140,140,0.9433081419105748,-0.0047972600387188,,,
141,141,-0.2617697961823048,-0.0047972600387188,,,
142,142,0.2138999061243141,-0.0047972600387188,,,
143,143,0.4578936033316336,-0.0047972600387188,,,
144,144,0.7710335429770008,-0.0047972600387188,,,
145,145,-0.3007788260902878,-0.0047972600387188,,,
146,146,-0.0880275194420451,-0.0047972600387188,,,
147,147,-0.6560302161935437,-0.0047972600387188,,,
148,148,-0.0570835681174796,-0.0047972600387188,-0.20602169693186836,-0.026900298933738128,8.834081450432324
149,149,-0.1037283458957316,-0.0047972600387188,0.007209521214695765,0.002318691015494621,20.632554721544526
150,150,-0.7521307042572392,-0.0047972600387188,,,
151,151,0.258627092124909,-0.0047972600387188,,,
152,152,0.8270964381352603,-0.0047972600387188,,,
153,153,-0.1831651567799844,-0.0047972600387188,,,
154,154,-0.6200966008370723,-0.0047972600387188,,,
155,155,-0.3798461492441919,-0.0047972600387188,,,
156,156,-0.859363069968236,-0.0047972600387188,,,
157,157,-0.8506706548254986,-0.0047972600387188,,,
158,158,-0.9087235109698992,-0.0047972600387188,,,
159,159,0.1080486282077641,-0.0047972600387188,,,
160,160,0.1246675175632088,-0.0047972600387188,,,
161,161,-0.3600424748181807,-0.0047972600387188,,,
162,162,0.4923128350895689,-0.0047972600387188,,,
163,163,0.3231190456459214,-0.0047972600387188,,,
164,164,0.9191626947669688,-0.0047972600387188,,,
165,165,-0.0374593113390027,-0.0047972600387188,-0.09287208475625769,-0.03155131868603419,0.2888222845295163
166,166,0.0533153286604195,-0.0047972600387188,,,
167,167,0.5875456415613798,-0.0047972600387188,,,
168,168,0.1512835628662252,-0.0047972600387188,,,
169,169,0.5153638773547513,-0.0047972600387188,,,
170,170,0.8827271174471991,-0.0047972600387188,,,
171,171,-0.5464441678203635,-0.0047972600387188,,,
172,172,0.2312640891982014,-0.0047972600387188,,,
173,173,-0.0711433602414316,-0.0047972600387188,,,
174,174,0.2405738908415275,-0.0047972600387188,,,
175,175,-0.5738383807218208,-0.0047972600387188,,,
176,176,0.3510988526964584,-0.0047972600387188,,,
177,177,-0.9433591901355656,-0.0047972600387188,,,
178,178,-0.4889661544778769,-0.0047972600387188,,,
179,179,0.8677463483549108,-0.0047972600387188,,,
180,180,0.5244433937808579,-0.0047972600387188,,,
181,181,0.0783530079961503,-0.0047972600387188,,,
182,182,-0.8224444809389334,-0.0047972600387188,,,
183,183,-0.5932739922556726,-0.0047972600387188,,,
184,184,-0.9735215330284184,-0.0047972600387188,,,
185,185,0.9509973694022876,-0.0047972600387188,,,
186,186,0.6788970287468314,-0.0047972600387188,,,
187,187,-0.1431644221245072,-0.0047972600387188,,,
188,188,0.9915320590473926,-0.0047972600387188,,,
189,189,0.5968813593088951,-0.0047972600387188,,,
190,190,-0.0257635780089983,-0.0047972600387188,-0.14332791244010798,-0.03409853465142075,1.0567730635535668
191,191,-0.7373971987559153,-0.0047972600387188,,,
192,192,-0.5250041885093734,-0.0047972600387188,,,
193,193,0.6729227755303118,-0.0047972600387188,,,
194,194,-0.3200287354841397,-0.0047972600387188,,,
195,195,0.4694608796139714,-0.0047972600387188,,,
196,196,-0.6699190433066788,-0.0047972600387188,,,
197,197,0.4612332283116689,-0.0047972600387188,,,
198,198,-0.8765208759999219,-0.0047972600387188,,,
199,199,0.428190688331451,-0.0047972600387188,,,
200,200,-0.7643261002916999,-0.0047972600387188,,,
201,201,0.9893066162416612,-0.0047972600387188,,,
202,202,0.1946075422534496,-0.0047972600387188,,,
203,203,-0.4325690438183274,-0.0047972600387188,,,
204,204,-0.1749381147028383,-0.0047972600387188,,,
205,205,0.8982024782436373,-0.0047972600387188,,,
206,206,0.0213026962094351,-0.0047972600387188,-0.05286498439720572,-0.028872274359929045,0.13315826434191466
207,207,-0.8378753136345863,-0.0047972600387188,,,
208,208,0.302496052929635,-0.0047972600387188,,,
209,209,-0.121699930369183,-0.0047972600387188,,,
210,210,-0.6944647300897733,-0.0047972600387188,,,
211,211,0.54461576343933,-0.0047972600387188,,,
212,212,0.0652547913469492,-0.0047972600387188,,,
213,213,-0.79026487671665,-0.0047972600387188,,,
214,214,0.8322234070815953,-0.0047972600387188,,,
215,215,0.761868512208868,-0.0047972600387188,,,
216,216,-0.8627196681929672,-0.0047972600387188,,,
217,217,0.2737052855154001,-0.0047972600387188,,,
218,218,0.7988397542195786,-0.0047972600387188,,,
219,219,-0.2679462411966503,-0.0047972600387188,,,
220,220,0.3162505968617053,-0.0047972600387188,,,
221,221,-0.1091683983643888,-0.0047972600387188,0.007209520044020674,0.0023186909361926264,20.6325537115265
222,222,-0.1309514397677027,-0.0047972600387188,,,
223,223,-0.9562829054268162,-0.0047972600387188,,,
224,224,0.7337055218458877,-0.0047972600387188,,,
225,225,0.9132556179002572,-0.0047972600387188,,,
226,226,-0.0465720464632998,-0.0047972600387188,-0.143327912430729,-0.03409853466293057,1.0567730619559565
227,227,0.1406834479993948,-0.0047972600387188,,,
228,228,1.0,-0.0047972600387188,,,
229,229,-0.2093789663631702,-0.0047972600387188,,,
230,230,-0.505719524620011,-0.0047972600387188,,,
231,231,0.7560700702644079,-0.0047972600387188,,,
232,232,0.3693499344466886,-0.0047972600387188,,,
233,233,-0.6335580908143992,-0.0047972600387188,,,
234,234,-0.9915962593279836,-0.0047972600387188,,,
235,235,-0.6416889025243089,-0.0047972600387188,,,
236,236,-0.5702740840981678,-0.0047972600387188,,,
237,237,0.8438645465328993,-0.0047972600387188,,,
238,238,0.4049526536849106,-0.0047972600387188,,,
239,239,-0.7292406125453699,-0.0047972600387188,,,
240,240,-0.1890483399216552,-0.0047972600387188,,,
241,241,0.3064902081591805,-0.0047972600387188,,,
242,242,-0.3232622894237612,-0.0047972600387188,,,
243,243,0.2079406001492036,-0.0047972600387188,,,
244,244,-0.536397105346365,-0.0047972600387188,,,
245,245,-0.6175461826975561,-0.0047972600387188,,,
246,246,-0.5502057302805302,-0.0047972600387188,,,
247,247,0.4110121168163703,-0.0047972600387188,,,
248,248,-0.4508691508845968,-0.0047972600387188,,,
249,249,-0.4210261711220731,-0.0047972600387188,,,
