,Unnamed: 0,sc_param1,sc_param2,"SRK_kappa_A[emimTf2N,R125]","SRK_kappa_A[R125,emimTf2N]",SSR
0,0,-0.0942900723595129,-0.0500796725283496,,,
1,1,-0.0942900723595129,-0.5589842819421518,,,
2,2,-0.0942900723595129,-0.310878129600613,,,
3,3,-0.0942900723595129,0.322534181589887,,,
4,4,-0.0942900723595129,0.5584023211186657,,,
5,5,-0.0942900723595129,0.0040031999044465,,,
6,6,-0.0942900723595129,0.2922763632102478,,,
7,7,-0.0942900723595129,-0.3840209507463473,,,
8,8,-0.0942900723595129,-0.4351097846607507,,,
9,9,-0.0942900723595129,-0.6950260956275625,,,
10,10,-0.0942900723595129,0.7581482217081039,,,
11,11,-0.0942900723595129,-0.4592708424800102,,,
12,12,-0.0942900723595129,0.8467089693131793,,,
13,13,-0.0942900723595129,-0.7543496071976362,,,
14,14,-0.0942900723595129,0.2583970372916411,,,
15,15,-0.0942900723595129,-0.466889661818863,,,
16,16,-0.0942900723595129,0.0550185652484656,,,
17,17,-0.0942900723595129,0.1295135158585638,,,
18,18,-0.0942900723595129,-0.8948333108647393,,,
19,19,-0.0942900723595129,-0.1319261773715987,,,
20,20,-0.0942900723595129,-0.5799272807921036,,,
21,21,-0.0942900723595129,0.8725976050203896,,,
22,22,-0.0942900723595129,0.4668197999025851,,,
23,23,-0.0942900723595129,-0.7442999533931749,,,
24,24,-0.0942900723595129,-0.2869153374343607,,,
25,25,-0.0942900723595129,-0.4195201309329082,,,
26,26,-0.0942900723595129,-0.4409449619806364,,,
27,27,-0.0942900723595129,0.1589247362164132,,,
28,28,-0.0942900723595129,0.671473967670656,,,
29,29,-0.0942900723595129,-0.0748228825401795,,,
30,30,-0.0942900723595129,0.6557306979716466,,,
31,31,-0.0942900723595129,-0.1657597920508328,,,
32,32,-0.0942900723595129,0.5313652955425918,,,
33,33,-0.0942900723595129,-0.2974760523044338,,,
34,34,-0.0942900723595129,0.9113321024472848,,,
35,35,-0.0942900723595129,0.5689605640626005,,,
36,36,-0.0942900723595129,-0.9525165543183512,,,
37,37,-0.0942900723595129,0.5830081648288308,,,
38,38,-0.0942900723595129,0.856129995803466,,,
39,39,-0.0942900723595129,-0.3219042681321937,,,
40,40,-0.0942900723595129,-0.8478959467807254,,,
41,41,-0.0942900723595129,0.7822636682009514,,,
42,42,-0.0942900723595129,-0.8014648824540092,,,
43,43,-0.0942900723595129,0.1405933765756779,,,
44,44,-0.0942900723595129,0.8667793325149526,,,
45,45,-0.0942900723595129,0.0991527485682775,,,
46,46,-0.0942900723595129,-0.8966562296262455,,,
47,47,-0.0942900723595129,-0.1120388264785886,,,
48,48,-0.0942900723595129,0.4568101221282281,,,
49,49,-0.0942900723595129,-0.5135495720307026,,,
50,50,-0.0942900723595129,0.8221953566895324,,,
51,51,-0.0942900723595129,-0.0827279280906532,,,
52,52,-0.0942900723595129,-0.5453820429771625,,,
53,53,-0.0942900723595129,-0.6121082106220541,,,
54,54,-0.0942900723595129,0.7807077127345221,,,
55,55,-0.0942900723595129,0.5442580316370651,,,
56,56,-0.0942900723595129,0.3932971453061931,,,
57,57,-0.0942900723595129,-0.772841503359756,,,
58,58,-0.0942900723595129,0.7404898593550369,,,
59,59,-0.0942900723595129,-0.1001484889465376,,,
60,60,-0.0942900723595129,0.3633086376407126,,,
61,61,-0.0942900723595129,0.8294517953064624,,,
62,62,-0.0942900723595129,-0.7654903823761944,,,
63,63,-0.0942900723595129,0.2209326245404896,,,
64,64,-0.0942900723595129,-0.962075037758596,,,
65,65,-0.0942900723595129,-0.8123422205867601,,,
66,66,-0.0942900723595129,0.8376505799205596,,,
67,67,-0.0942900723595129,0.1376587250818168,,,
68,68,-0.0942900723595129,0.3256845993563033,,,
69,69,-0.0942900723595129,-0.5400751422323828,,,
70,70,-0.0942900723595129,0.3125093330065773,,,
71,71,-0.0942900723595129,-0.8344968735763283,,,
72,72,-0.0942900723595129,0.3468232104499971,,,
73,73,-0.0942900723595129,-0.6407891254902061,,,
74,74,-0.0942900723595129,0.2942258534187372,,,
75,75,-0.0942900723595129,0.9555106587029278,,,
76,76,-0.0942900723595129,0.4141865441251466,,,
77,77,-0.0942900723595129,-0.3621745588342281,,,
78,78,-0.0942900723595129,-0.0858201468400047,,,
79,79,-0.0942900723595129,-0.9444179140441038,,,
80,80,-0.0942900723595129,0.1001475688733497,,,
81,81,-0.0942900723595129,0.9938975086950012,,,
82,82,-0.0942900723595129,0.4931114065459372,,,
83,83,-0.0942900723595129,-0.2333334841111998,,,
84,84,-0.0942900723595129,0.1961363914492506,,,
85,85,-0.0942900723595129,0.1753476918515435,,,
86,86,-0.0942900723595129,0.0496201721447675,,,
87,87,-0.0942900723595129,-0.6720048127137408,,,
88,88,-0.0942900723595129,-0.447318078719474,,,
89,89,-0.0942900723595129,0.0214460424449998,,,
90,90,-0.0942900723595129,-0.680204141058842,,,
91,91,-0.0942900723595129,-0.1988948385657359,,,
92,92,-0.0942900723595129,0.2088708249573789,,,
93,93,-0.0942900723595129,0.7151428496861492,,,
94,94,-0.0942900723595129,-0.0645930039769915,,,
95,95,-0.0942900723595129,0.4279932607718948,,,
96,96,-0.0942900723595129,0.5960464169846715,,,
97,97,-0.0942900723595129,-0.6360729500576918,,,
98,98,-0.0942900723595129,0.3020703571562975,,,
99,99,-0.0942900723595129,0.6185106254425434,,,
100,100,-0.0942900723595129,-0.1597120017709271,,,
101,101,-0.0942900723595129,-0.1243153055854049,,,
102,102,-0.0942900723595129,-0.0024990880062536,,,
103,103,-0.0942900723595129,-0.5940469499335173,,,
104,104,-0.0942900723595129,0.7324008659003849,,,
105,105,-0.0942900723595129,0.0350158908831701,,,
106,106,-0.0942900723595129,-0.7910408287524089,,,
107,107,-0.0942900723595129,-0.273024412221436,,,
108,108,-0.0942900723595129,0.7210826395872738,,,
109,109,-0.0942900723595129,-0.7313867685401872,,,
110,110,-0.0942900723595129,0.3493722702506652,,,
111,111,-0.0942900723595129,0.5236678513269777,,,
112,112,-0.0942900723595129,0.4922956905773799,,,
113,113,-0.0942900723595129,-0.7758880431039822,,,
