,Unnamed: 0,sc_param1,sc_param2,"PR_kappa_A[emimTf2N,R125]","PR_kappa_A[R125,emimTf2N]",SSR
48,48,0.2774324158927119,-0.0024990880062536,,,
49,49,0.5794670094857921,-0.0024990880062536,,,
50,50,-0.0224847201019162,-0.0024990880062536,-0.0799908619518765,-0.018500772858952068,0.41505217818042384
51,51,-0.2174181436189336,-0.0024990880062536,,,
52,52,0.7870429429183157,-0.0024990880062536,,,
53,53,0.4003362454811165,-0.0024990880062536,,,
54,54,0.6550536533032274,-0.0024990880062536,,,
55,55,-0.9869574186632416,-0.0024990880062536,,,
56,56,-0.7783410381674671,-0.0024990880062536,,,
57,57,0.1026793215426316,-0.0024990880062536,,,
58,58,0.7167706790307826,-0.0024990880062536,,,
59,59,-0.4369033974691044,-0.0024990880062536,,,
60,60,0.5597439079888449,-0.0024990880062536,,,
61,61,0.2567944758473643,-0.0024990880062536,,,
62,62,0.443846306324575,-0.0024990880062536,,,
63,63,0.8194803178266752,-0.0024990880062536,,,
64,64,0.5229866621717465,-0.0024990880062536,,,
65,65,-0.558185852844846,-0.0024990880062536,,,
66,66,-0.8852250433144515,-0.0024990880062536,,,
67,67,-0.6777070413868457,-0.0024990880062536,,,
68,68,0.440706808411307,-0.0024990880062536,,,
69,69,-0.7444664679099049,-0.0024990880062536,,,
70,70,-0.4959146633778508,-0.0024990880062536,,,
71,71,-0.1156293322620366,-0.0024990880062536,,,
72,72,-0.077685456154686,-0.0024990880062536,-0.03403925945587612,-0.0009281784269052457,6.231186821719612
73,73,-0.7817036812636626,-0.0024990880062536,,,
74,74,0.0077282848743585,-0.0024990880062536,-0.03473178809560018,-0.015915074552491745,0.18614465563674382
75,75,-0.8051737546568881,-0.0024990880062536,,,
76,76,-0.6643585079610057,-0.0024990880062536,,,
77,77,0.476102661299167,-0.0024990880062536,,,
78,78,-0.2942913009945107,-0.0024990880062536,,,
79,79,-0.3502081913043473,-0.0024990880062536,,,
80,80,0.6229986262227898,-0.0024990880062536,,,
81,81,0.9791255536897204,-0.0024990880062536,,,
82,82,0.9642009592522276,-0.0024990880062536,,,
83,83,0.172450120498512,-0.0024990880062536,,,
84,84,-0.4717809707238249,-0.0024990880062536,,,
85,85,-0.3922940895193687,-0.0024990880062536,,,
86,86,0.3445324487845354,-0.0024990880062536,,,
87,87,0.1589291573694065,-0.0024990880062536,,,
88,88,-0.579576669757365,-0.0024990880062536,,,
89,89,0.9398073924448228,-0.0024990880062536,,,
90,90,-0.284375390705253,-0.0024990880062536,,,
91,91,-0.6892805097486092,-0.0024990880062536,,,
92,92,-0.3105678986611577,-0.0024990880062536,,,
93,93,-0.770643354021928,-0.0024990880062536,,,
94,94,0.5325082213983787,-0.0024990880062536,,,
95,95,0.588772158625728,-0.0024990880062536,,,
96,96,0.1928270570672212,-0.0024990880062536,,,
97,97,-0.8009914106153397,-0.0024990880062536,,,
98,98,-0.5958584167546113,-0.0024990880062536,,,
99,99,0.5493156940884014,-0.0024990880062536,,,
100,100,-0.2518573312554493,-0.0024990880062536,,,
101,101,0.6987421718075857,-0.0024990880062536,,,
102,102,-0.7103552093805969,-0.0024990880062536,,,
103,103,0.3855217343177988,-0.0024990880062536,,,
104,104,-0.605106098248309,-0.0024990880062536,,,
105,105,-0.2318804137708023,-0.0024990880062536,,,
106,106,-0.2794728006707,-0.0024990880062536,,,
107,107,0.8878621021093942,-0.0024990880062536,,,
108,108,0.6904466383773307,-0.0024990880062536,,,
109,109,0.2488961469680251,-0.0024990880062536,,,
110,110,0.7485469043482644,-0.0024990880062536,,,
111,111,-0.5172127163951745,-0.0024990880062536,,,
112,112,-0.8342520257175144,-0.0024990880062536,,,
113,113,0.3574711827263357,-0.0024990880062536,,,
114,114,0.0841770341525645,-0.0024990880062536,,,
115,115,0.0469333311884696,-0.0024990880062536,,,
116,116,-0.4458308382672087,-0.0024990880062536,,,
117,117,0.7144502875681378,-0.0024990880062536,,,
118,118,0.6375697181219153,-0.0024990880062536,,,
119,119,-0.963865271494708,-0.0024990880062536,,,
120,120,-0.0550308799720212,-0.0024990880062536,,,
121,121,0.9307465565371782,-0.0024990880062536,,,
122,122,-0.0942900723595129,-0.0024990880062536,-0.08035005973217493,-0.006163300770509518,5.287430371335692
123,123,0.7081256268447833,-0.0024990880062536,,,
124,124,0.0891333672311225,-0.0024990880062536,,,
125,125,-0.1662993408544035,-0.0024990880062536,0.004749011382996363,0.002267606753234577,6.505933245885474
126,126,-0.9115584821025494,-0.0024990880062536,,,
127,127,-0.0056789448304904,-0.0024990880062536,-0.03473178809562586,-0.015915074552496068,0.1861446556365539
128,128,0.7772901638504741,-0.0024990880062536,,,
129,129,0.8465829163913456,-0.0024990880062536,,,
130,130,-0.3968287844449122,-0.0024990880062536,,,
131,131,-0.7207692420580087,-0.0024990880062536,,,
132,132,-1.0,-0.0024990880062536,,,
133,133,-0.3389611570663299,-0.0024990880062536,,,
134,134,0.062734456249258,-0.0024990880062536,,,
135,135,0.6655083080514899,-0.0024990880062536,,,
136,136,0.3328254330094227,-0.0024990880062536,,,
137,137,0.8613343232623059,-0.0024990880062536,,,
138,138,0.5018810757865768,-0.0024990880062536,,,
139,139,-0.6458977866432423,-0.0024990880062536,,,
140,140,0.9433081419105748,-0.0024990880062536,,,
141,141,-0.2617697961823048,-0.0024990880062536,,,
142,142,0.2138999061243141,-0.0024990880062536,,,
143,143,0.4578936033316336,-0.0024990880062536,,,
144,144,0.7710335429770008,-0.0024990880062536,,,
145,145,-0.3007788260902878,-0.0024990880062536,,,
146,146,-0.0880275194420451,-0.0024990880062536,0.005450265465255645,0.0024477176726070624,6.623575599243541
147,147,-0.6560302161935437,-0.0024990880062536,,,
148,148,-0.0570835681174796,-0.0024990880062536,,,
149,149,-0.1037283458957316,-0.0024990880062536,,,
150,150,-0.7521307042572392,-0.0024990880062536,,,
151,151,0.258627092124909,-0.0024990880062536,,,
152,152,0.8270964381352603,-0.0024990880062536,,,
153,153,-0.1831651567799844,-0.0024990880062536,0.004749016176768238,0.0022676070817989136,6.505933652206443
154,154,-0.6200966008370723,-0.0024990880062536,,,
155,155,-0.3798461492441919,-0.0024990880062536,,,
156,156,-0.859363069968236,-0.0024990880062536,,,
157,157,-0.8506706548254986,-0.0024990880062536,,,
158,158,-0.9087235109698992,-0.0024990880062536,,,
159,159,0.1080486282077641,-0.0024990880062536,,,
160,160,0.1246675175632088,-0.0024990880062536,,,
161,161,-0.3600424748181807,-0.0024990880062536,,,
162,162,0.4923128350895689,-0.0024990880062536,,,
163,163,0.3231190456459214,-0.0024990880062536,,,
164,164,0.9191626947669688,-0.0024990880062536,,,
165,165,-0.0374593113390027,-0.0024990880062536,,,
166,166,0.0533153286604195,-0.0024990880062536,,,
167,167,0.5875456415613798,-0.0024990880062536,,,
168,168,0.1512835628662252,-0.0024990880062536,,,
169,169,0.5153638773547513,-0.0024990880062536,,,
170,170,0.8827271174471991,-0.0024990880062536,,,
171,171,-0.5464441678203635,-0.0024990880062536,,,
172,172,0.2312640891982014,-0.0024990880062536,,,
173,173,-0.0711433602414316,-0.0024990880062536,0.004702635221274523,0.00226442813236048,6.50593297765734
174,174,0.2405738908415275,-0.0024990880062536,,,
175,175,-0.5738383807218208,-0.0024990880062536,,,
176,176,0.3510988526964584,-0.0024990880062536,,,
177,177,-0.9433591901355656,-0.0024990880062536,,,
178,178,-0.4889661544778769,-0.0024990880062536,,,
179,179,0.8677463483549108,-0.0024990880062536,,,
180,180,0.5244433937808579,-0.0024990880062536,,,
181,181,0.0783530079961503,-0.0024990880062536,,,
182,182,-0.8224444809389334,-0.0024990880062536,,,
183,183,-0.5932739922556726,-0.0024990880062536,,,
184,184,-0.9735215330284184,-0.0024990880062536,,,
185,185,0.9509973694022876,-0.0024990880062536,,,
186,186,0.6788970287468314,-0.0024990880062536,,,
187,187,-0.1431644221245072,-0.0024990880062536,0.004749019531718925,0.0022676073099457215,6.505933884092552
188,188,0.9915320590473926,-0.0024990880062536,,,
189,189,0.5968813593088951,-0.0024990880062536,,,
190,190,-0.0257635780089983,-0.0024990880062536,,,
191,191,-0.7373971987559153,-0.0024990880062536,,,
192,192,-0.5250041885093734,-0.0024990880062536,,,
193,193,0.6729227755303118,-0.0024990880062536,,,
194,194,-0.3200287354841397,-0.0024990880062536,,,
195,195,0.4694608796139714,-0.0024990880062536,,,
196,196,-0.6699190433066788,-0.0024990880062536,,,
197,197,0.4612332283116689,-0.0024990880062536,,,
198,198,-0.8765208759999219,-0.0024990880062536,,,
199,199,0.428190688331451,-0.0024990880062536,,,
200,200,-0.7643261002916999,-0.0024990880062536,,,
201,201,0.9893066162416612,-0.0024990880062536,,,
202,202,0.1946075422534496,-0.0024990880062536,,,
203,203,-0.4325690438183274,-0.0024990880062536,,,
204,204,-0.1749381147028383,-0.0024990880062536,0.0047490194230412576,0.002267607302496,6.50593365060389
205,205,0.8982024782436373,-0.0024990880062536,,,
206,206,0.0213026962094351,-0.0024990880062536,,,
207,207,-0.8378753136345863,-0.0024990880062536,,,
208,208,0.302496052929635,-0.0024990880062536,,,
209,209,-0.121699930369183,-0.0024990880062536,-0.08035005865393093,-0.0061633006664503125,5.287429698124269
210,210,-0.6944647300897733,-0.0024990880062536,,,
211,211,0.54461576343933,-0.0024990880062536,,,
212,212,0.0652547913469492,-0.0024990880062536,,,
213,213,-0.79026487671665,-0.0024990880062536,,,
214,214,0.8322234070815953,-0.0024990880062536,,,
215,215,0.761868512208868,-0.0024990880062536,,,
216,216,-0.8627196681929672,-0.0024990880062536,,,
217,217,0.2737052855154001,-0.0024990880062536,,,
218,218,0.7988397542195786,-0.0024990880062536,,,
219,219,-0.2679462411966503,-0.0024990880062536,,,
220,220,0.3162505968617053,-0.0024990880062536,,,
221,221,-0.1091683983643888,-0.0024990880062536,0.009624652616221188,0.0027609801912832532,6.650577743216726
222,222,-0.1309514397677027,-0.0024990880062536,0.0047490011969984775,0.0022676060532845817,6.505932534018473
223,223,-0.9562829054268162,-0.0024990880062536,,,
224,224,0.7337055218458877,-0.0024990880062536,,,
225,225,0.9132556179002572,-0.0024990880062536,,,
226,226,-0.0465720464632998,-0.0024990880062536,,,
227,227,0.1406834479993948,-0.0024990880062536,,,
228,228,1.0,-0.0024990880062536,,,
229,229,-0.2093789663631702,-0.0024990880062536,,,
230,230,-0.505719524620011,-0.0024990880062536,,,
231,231,0.7560700702644079,-0.0024990880062536,,,
232,232,0.3693499344466886,-0.0024990880062536,,,
233,233,-0.6335580908143992,-0.0024990880062536,,,
234,234,-0.9915962593279836,-0.0024990880062536,,,
235,235,-0.6416889025243089,-0.0024990880062536,,,
236,236,-0.5702740840981678,-0.0024990880062536,,,
237,237,0.8438645465328993,-0.0024990880062536,,,
238,238,0.4049526536849106,-0.0024990880062536,,,
239,239,-0.7292406125453699,-0.0024990880062536,,,
240,240,-0.1890483399216552,-0.0024990880062536,0.004749019524412059,0.002267607309445762,6.50593388409283
241,241,0.3064902081591805,-0.0024990880062536,,,
242,242,-0.3232622894237612,-0.0024990880062536,,,
243,243,0.2079406001492036,-0.0024990880062536,,,
244,244,-0.536397105346365,-0.0024990880062536,,,
245,245,-0.6175461826975561,-0.0024990880062536,,,
246,246,-0.5502057302805302,-0.0024990880062536,,,
247,247,0.4110121168163703,-0.0024990880062536,,,
248,248,-0.4508691508845968,-0.0024990880062536,,,
249,249,-0.4210261711220731,-0.0024990880062536,,,
