,P1,x1
0,1.00881984173131,0.5099999999600001
1,0.9009696317093496,0.47742857139579903
2,0.803298658001264,0.4448571428303063
3,0.7143101178762526,0.412285714263758
4,0.6327745205290133,0.3797142856797669
5,0.5576749966529889,0.34714285711678816
6,0.4881648728877908,0.3145714285520451
7,0.42353484089934496,0.2819999999858448
8,0.36318710984224745,0.24942857141845895
9,0.3066150227206459,0.21685714285012797
10,0.2533868560140154,0.18428571428116192
11,0.20313286037981937,0.15171428570470027
12,0.155534834127328,0.1191428571394302
13,0.11031767030777423,0.08657142857113985
14,0.0,0.0
