,P1,x1,P2,x2,P3,x3,P4,x4
0,0.9232228705402029,0.8149999999694638,0.9649800301835902,0.627999999964445,0.953664309285576,0.381999999986093,0.9657999978730906,0.24799999998910913
1,0.824363441329907,0.7582571428096799,0.8739194617528903,0.584428571399741,0.8749026741520883,0.3551428571321671,0.897997668459299,0.23235714284975517
2,0.7323159384336443,0.7015142856683109,0.7884170656276953,0.5408571428342097,0.7984228434466497,0.3282857142776434,0.8312873785632013,0.21671428571010076
3,0.6479057855080471,0.6447714285335359,0.7078226147805335,0.49728571424944734,0.7240649629096625,0.301428571422619,0.7656267231614383,0.20107142856918084
4,0.5705190575334947,0.5880285713994609,0.6315452809110067,0.45371428568856575,0.6516843351379192,0.2745714285671848,0.7009757164228642,0.1854285714276991
5,0.49920193241265093,0.5312857142397451,0.5590664067214522,0.4101428571251831,0.5811498104422641,0.24771428570415463,0.6372966180039668,0.16978571428565764
6,0.4330215608755816,0.47454285711273614,0.489938115586897,0.36657142855970437,0.5123423385743218,0.22085714285234317,0.5745537741802258,0.15414285714305176
7,0.3711685554887111,0.41779999998127404,0.42377647162527554,0.3229999999925612,0.44515367062103206,0.1939999999986844,0.5127134721501818,0.13849999999987028
8,0.31297074719586515,0.3610571428461668,0.3602531165851359,0.27942857142416644,0.37948520738340297,0.16714285714294716,0.4517438063199562,0.12285714285609539
9,0.2578789192950514,0.30431428570835134,0.2990870741837746,0.23585714285000375,0.3152469754079938,0.14028571428556652,0.39161455544412666,0.10721428571170333
10,0.20544616436000815,0.24757142856200656,0.24003737926894742,0.19228571428466903,0.25235672045457586,0.11342857142650747,0.3322970695807699,0.09157142856700924
11,0.15530819379836183,0.19082857142770268,0.18289671484670939,0.14871428571435535,0.19073910455503168,0.08657142857398954,0.2737641653705849,0.07592857143143909
12,0.10716666783885744,0.13408571428514748,0.12748603583070636,0.10514285713977276,0.13032499475167722,0.05971428571782251,0.21599003228697758,0.06028571428917291
13,0.06077573312601432,0.07734285714579577,0.07365006651319427,0.06157142857491289,0.07105081989781663,0.032857142859507964,0.15895014003078445,0.04464285714689307
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
