,IL_x,R32_x,R125_x,IL_y,R32_y,R125_y
0,0.9326358049540592,0.0001275558169045878,0.06723663922903614,1e-08,0.000636950991449605,0.9993630490085503
1,0.8966833580656541,0.05563597098834267,0.04768067094600317,1e-08,0.2815985335975824,0.7184014664024175
2,0.8604499631971185,0.11159682496703745,0.027953211835844125,1e-08,0.5728263988158347,0.42717360118416536
3,0.8306816130223056,0.15758675195157004,0.011731635026124456,1e-08,0.8185570944573627,0.18144290554263726
4,0.8121764040649629,0.18618244519016314,0.0016411507448740453,1e-08,0.9744233017752777,0.02557669822472258
