,P1,x1,P2,x2,P3,x3,P4,x4
0,0.8779781433579565,0.814999999959645,0.9774713744560509,0.6279999999615534,0.9867951893173474,0.3819999999858217,0.9819012420437312,0.24799999998900996
1,0.8007897156152726,0.7582571427992391,0.8942740662593203,0.5844285713978639,0.9070428251624009,0.35514285713197624,0.9131785768346296,0.23235714285022016
2,0.726453270070798,0.701514285660988,0.8142349199196317,0.5408571428330086,0.8292469155142361,0.32828571427751063,0.8455273209025783,0.21671428570994672
3,0.65527459091223,0.6447714285290589,0.7371036927530581,0.4972857142474419,0.7532894146896381,0.3014285714225273,0.7789072456662642,0.20107142856908772
4,0.5871191016017867,0.5880285713968804,0.6626325452208081,0.4537142856873481,0.679062029609268,0.2745714285671221,0.7132803558115447,0.18542857142765165
5,0.5217168042004228,0.5312857142626702,0.5905898688583711,0.41014285712446635,0.6064653713633993,0.24771428570393556,0.6486107330999074,0.169785714285641
6,0.4587774597075591,0.47454285711066607,0.520765356406916,0.3665714285592964,0.5354081534541614,0.22085714285245395,0.5848643929011317,0.15414285714305234
7,0.3980315445037484,0.4177999999802202,0.45297083817788414,0.32299999999233636,0.4658064437486416,0.19399999999855433,0.5220091523649673,0.1384999999998752
8,0.33924209094637453,0.36105714284565976,0.3870391710524482,0.2794285714240456,0.39758298065982367,0.16714285714292815,0.4600145091658166,0.122857142856094
9,0.28220536431299736,0.3043142857081206,0.3228223303836856,0.23585714285000134,0.3306665480395512,0.14028571428557712,0.3988515298567555,0.10721428571168622
10,0.2267476186192904,0.2475714285618611,0.2601892768941561,0.19228571428450758,0.26499140920130837,0.11342857142649562,0.3384927469263252,0.09157142856703109
11,0.17272084433217733,0.19082857142751738,0.19902387146661352,0.14871428571437148,0.20049679529337794,0.08657142857398276,0.278912063221311,0.075928571431436
12,0.11999862939378463,0.13408571428519647,0.13922295865595913,0.10514285713983045,0.1371264437863705,0.05971428571779349,0.22008466638226498,0.060285714289138925
13,0.06847250568262862,0.07734285714578322,0.08069465258237637,0.06157142857490153,0.07482817072602295,0.03285714285950523,0.16198694390019808,0.04464285714691722
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
