,P1,x1,P2,x2,P3,x3,P4,x4
0,1.2352524076091733,0.8149999999589652,1.1210032031195274,0.6279999999716152,0.9722808490148165,0.38199999998738765,0.9455688767542246,0.24799999999007016
1,1.0581765647474208,0.7582571428261462,0.9864846943786851,0.5844285714045464,0.8831151973936523,0.35514285713307636,0.8756449295270663,0.23235714285045708
2,0.899524769755937,0.7015142856811166,0.8670333968857744,0.5408571428159547,0.7983836775217453,0.3282857142782744,0.8074454167857481,0.21671428571019963
3,0.76328359415046,0.6447714285419234,0.7601492202583097,0.4972857142547939,0.7176549473303674,0.3014285714230523,0.7408792006875358,0.2010714285695965
4,0.6469915385151835,0.5880285714045503,0.6637490085566142,0.45371428569186156,0.6405517775025913,0.2745714285674806,0.6758617775601697,0.1854285714279305
5,0.5470586897716173,0.5312857142476344,0.5761281308846613,0.41014285712715026,0.5667430095162747,0.24771428570516718,0.6123146736042289,0.16978571428574632
6,0.46021997615687926,0.4745428571170756,0.4958999172022817,0.36657142856083935,0.49593687619754007,0.2208571428529115,0.5501649066873605,0.15414285714304082
7,0.3838247701694339,0.41779999998353445,0.42193621794823977,0.3229999999931948,0.4278754211736798,0.19399999999882445,0.489344506049141,0.13849999999980292
8,0.3157996285491674,0.361057142847278,0.3533162253452798,0.27942857142451155,0.3623298273189667,0.16714285714300242,0.4297900824109185,0.1228571428560134
9,0.25453925590328474,0.30431428570886854,0.28928469211322666,0.23585714285086581,0.29909648009241324,0.14028571428548398,0.37144244230596074,0.10721428571164522
10,0.19879968526405675,0.24757142856316114,0.2292186270113737,0.1922857142849686,0.23799364117039049,0.11342857142639048,0.31424624127717093,0.09157142856666711
11,0.1476111978480069,0.1908285714278672,0.17260101491247892,0.14871428571429024,0.17885862515206782,0.08657142857402478,0.2581496703335053,0.07592857143146405
12,0.10021162816920617,0.1340857142850125,0.11900014600459241,0.10514285713957762,0.12154539465574432,0.0597142857178369,0.20310417717044277,0.06028571428918194
13,0.055996442396993834,0.07734285714583632,0.06805333109735905,0.061571428574971436,0.06592248649235646,0.03285714285954783,0.14906419911941113,0.04464285714693057
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
