,P1,x1,P2,x2,P3,x3,P4,x4
0,0.8979551905491614,0.8149999999652185,0.9703204582283085,0.6279999999626298,0.9838441799633705,0.3819999999858163,1.00126850642882,0.2479999999895628
1,0.8105636396112376,0.758257142804573,0.8844373732972749,0.58442857139856,0.9044370940785985,0.3551428571319738,0.93167071649015,0.23235714284999082
2,0.7278393401903901,0.7015142856646793,0.8025774297423751,0.5408571428334525,0.8269572393628659,0.3282857142775103,0.8630775991692906,0.21671428570980059
3,0.650364038987444,0.6447714285312955,0.7243507037020942,0.49728571424818263,0.7512892563010167,0.3014285714225282,0.7954544388740953,0.20107142856900587
4,0.5778084608207225,0.5880285713981609,0.6493881699243343,0.4537142856877977,0.677327262371648,0.2745714285671233,0.7287683122771579,0.18542857142761487
5,0.5095994207691089,0.5312857142377901,0.5773557893364112,0.4101428571247309,0.6049740323116527,0.2477142857039427,0.6629879715376693,0.1697857142856313
6,0.4451526156461001,0.4745428571116846,0.5079577537562321,0.36657142855944697,0.5341402227736457,0.2208571428524698,0.5980837363361582,0.1541428571430523
7,0.3839462761526438,0.4177999999807371,0.44093491331554463,0.3229999999924194,0.46474364829854237,0.19399999999856082,0.5340273939975237,0.13849999999986962
8,0.32553679628372817,0.36105714284590756,0.37606129302899577,0.2794285714240903,0.39670861902162896,0.16714285714292926,0.47079210703563484,0.1228571428560685
9,0.26955422501583637,0.30431428570823293,0.31314007577422676,0.23585714284981243,0.32996533481236096,0.1402857142855758,0.40835232750486733,0.10721428571162869
10,0.21569192285742028,0.24757142856174286,0.251999680731889,0.1922857142845624,0.26444933639355644,0.11342857142649335,0.3466837175533491,0.09157142856702714
11,0.16369565014092796,0.19082857142759913,0.19249019689700433,0.14871428571436643,0.2001010088671501,0.08657142857398273,0.2857630751684174,0.07592857143142924
12,0.11335384717765175,0.13408571428517363,0.13448025471316732,0.1051428571398094,0.1368651335939802,0.05971428571779493,0.22556826777128455,0.06028571428914189
13,0.06448951322616649,0.07734285714578844,0.07785432555489916,0.061571428574905794,0.07469047228344781,0.03285714285950597,0.16607816519726856,0.0446428571468885
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
