,0
0,3.027826891207973
1,2.743850349640644
2,3.0278327085371424
3,0.14865002517419976
4,2.9470372735254102
5,2.755910713728688
6,2.9944487417038577
7,2.9542485239106377
8,3.0913237285860466
9,3.0615078629317596
10,3.035324004447087
11,2.7992732354530703
12,3.010016232512193
13,2.825936490266683
14,2.9873818248345376
15,2.142053051007108
16,2.966744260229104
17,3.0672260000423104
18,3.052429111618465
19,3.0149817396614114
20,2.6834499386308877
21,2.874083726109566
22,3.077257357805981
23,3.007397790143219
24,2.958666064021269
25,3.0671749491417546
26,2.444181953643006
27,2.6849850146697904
28,1.9339322749233583
29,3.060441372649958
30,2.945159961004234
31,3.0854103338302554
32,
33,3.024710086137907
34,2.97971608157993
35,2.980678039100617
36,2.977016067143775
37,2.3155758831474977
38,2.959915720250565
39,2.625048731600579
40,2.9805703717482777
41,3.1393583480436904
42,3.0650545953113335
43,2.8239842476461328
44,2.9906484743164876
45,2.638545436940489
46,3.044823204027982
47,1.9031870907132489
48,2.9887007653585917
49,3.115980472329572
50,3.0702326843494645
51,3.103658817827363
52,2.877576444129816
53,2.944091714177887
54,2.9222922187426574
55,3.0433694539581735
56,3.035726506306297
57,0.1214837298157975
58,2.9573475512266367
59,3.051337851312065
60,3.0274144070272966
61,3.029874818022024
62,3.0389529547410126
63,2.7383641710543314
64,2.944384328722239
65,2.962444963274139
66,2.9966073509615905
67,2.4619128368631618
68,2.9721729085501236
69,3.0219230526965366
70,3.01466542220644
71,2.877677787840041
72,3.007953977012668
73,2.748384064687115
74,2.4578403809632765
75,3.017073066809986
76,2.8601064276099737
77,2.768797448706623
78,2.9760526323343197
79,3.0019654913659144
80,1.7255863411422763
81,3.0518681015847866
82,2.9227184748243284
83,2.8633992277573115
84,2.9710355556791805
85,2.818766283202905
86,2.9843489650987065
87,2.8313069176051404
88,2.9273192977472546
89,2.991439607340696
90,2.722201415121652
91,3.8445730432529164
92,3.0692002475964175
93,2.3967605616390792
94,3.0554304290202063
95,2.7308737039700626
96,3.0801840391493633
97,3.0169638491420283
98,2.9769220664711256
99,2.57750674634539
