,IL_x,R32_x,R125_x,IL_y,R32_y,R125_y,IL_x2,R32_x2,R125_x2,IL_y2,R32_y2,R125_y2,IL_x3,R32_x3,R125_x3,IL_y3,R32_y3,R125_y3
0,0.7934407072437594,0.20597612193315493,0.0005831708230858829,1e-08,0.99,0.010000000000000009,0.8103429689859647,0.1890158622126745,0.0006411688013601374,1e-08,0.9899999999999992,0.010000000000000148,0.8160047155989887,0.1833510111311202,0.0006442732698910888,1e-08,0.99,0.010000000000000009
