,IL_x,R32_x,R125_x,IL_y,R32_y,R125_y,IL_x2,R32_x2,R125_x2,IL_y2,R32_y2,R125_y2,IL_x3,R32_x3,R125_x3,IL_y3,R32_y3,R125_y3
0,0.972534322,9.88E-05,0.027366871,1.00E-08,0.001,0.999,0.973493358,7.99E-05,0.026426754,1.00E-08,0.000999993,0.999000003,0.973359579,7.73E-05,0.026563123,1.00E-08,0.001,0.999
0,0.956000972,0.024105104,0.019893924,1.00E-08,0.25,0.75,0.960377422,0.019878412,0.019744167,1.00E-08,0.25,0.75,0.960946608,0.019226638,0.019826755,1.00E-08,0.25,0.75
0,0.940059061,0.047084343,0.012856596,1.00E-08,0.5,0.5,0.947327658,0.039572644,0.013099698,1.00E-08,0.5,0.5,0.948597721,0.038260493,0.013141786,1.00E-08,0.5,0.5
0,0.924725528,0.069035668,0.006238805,1.00E-08,0.75,0.25,0.934394033,0.059087171,0.006518797,1.00E-08,0.75,0.25,0.936359772,0.057106737,0.006533491,1.00E-08,0.75,0.25
0,0.910535815,0.089221453,0.000242732,1.00E-08,0.99,0.01,0.922084421,0.077656002,0.000259577,1.00E-08,0.99,0.01,0.924712858,0.075027216,0.000259926,1.00E-08,0.99,0.01
