,IL_x,R32_x,R125_x,IL_y,R32_y,R125_y,IL_x2,R32_x2,R125_x2,IL_y2,R32_y2,R125_y2,IL_x3,R32_x3,R125_x3,IL_y3,R32_y3,R125_y3
0,0.9552458660941793,0.024743723516014123,0.02001041038980692,1e-08,0.25000000000000006,0.7500000000000002,0.9620392057675955,0.019928358434066845,0.018032407597202215,1e-08,0.24999999723354763,0.7500000069261905,0.9609466067335534,0.01922663791271694,0.019826755353727372,1e-08,0.24999999999999722,0.7500000000000006
