,IL_x,R32_x,R125_x,IL_y,R32_y,R125_y,IL_x2,R32_x2,R125_x2,IL_y2,R32_y2,R125_y2,IL_x3,R32_x3,R125_x3,IL_y3,R32_y3,R125_y3,IL_x4,R32_x4,R125_x4,IL_y4,R32_y4,R125_y4
0,0.9734050835045318,8.020260219107655e-05,0.026514713893277177,1e-08,0.001,0.999,0.9732470445388416,7.75845239161285e-05,0.026675370937242232,1e-08,0.001,0.999,0.9723889119663637,9.657304720049475e-05,0.027514514986435895,1e-08,0.001,0.999,0.9711087037910275,8.332421138788215e-05,0.028807971997584492,1e-08,0.001,0.999
1,0.96023388076875,0.01995663881570956,0.01980948041554038,1e-08,0.25,0.75,0.9607919773441781,0.019297750501722732,0.01991027215409909,1e-08,0.25,0.75,0.9562528539354775,0.023645021058826075,0.020102125005696345,1e-08,0.25,0.75,0.95780486874868,0.020711513302428795,0.021483617948891295,1e-08,0.25,0.75
2,0.947129655359077,0.03972758358487286,0.013142761056050186,1e-08,0.5,0.5,0.9484014986492996,0.03840153403509366,0.013196967315606793,1e-08,0.5,0.5,0.9406091695884417,0.04633930595497284,0.013051524456585603,1e-08,0.5,0.5,0.9445856747585398,0.041186846529218044,0.014227478712242198,1e-08,0.5,0.5
3,0.9341425985851074,0.059317312606267596,0.0065400888086250926,1e-08,0.75,0.25,0.9361226537483737,0.057316511952157895,0.006560834299468519,1e-08,0.75,0.25,0.9254877857434238,0.06815170398320397,0.006360510273372112,1e-08,0.75,0.25,0.9315014068802153,0.06143161826453499,0.0070669748552496785,1e-08,0.75,0.25
4,0.9217826424975173,0.07795693776490163,0.00026041973758105994,1e-08,0.99,0.010000000000000009,0.924437105433492,0.07530188412963272,0.0002610104368753716,1e-08,0.99,0.010000000000000009,0.9114321997736792,0.08831939110485496,0.0002484091214658784,1e-08,0.99,0.010000000000000009,0.919064400030522,0.08065469107147152,0.0002809088980065025,1e-08,0.99,0.010000000000000009
