,P1,x1,P2,x2,P3,x3,P4,x4
0,0.9794210392889228,0.8149999999743116,0.9828676812086501,0.6279999999666345,0.9380695211153574,0.3819999999864579,0.9414896852037271,0.24799999998936964
1,0.8636800268743251,0.7582571428152477,0.8829187475802359,0.5844285714011873,0.8582438376173285,0.3551428571324225,0.8744650795670948,0.2323571428499458
2,0.7574061272081744,0.7015142856724581,0.7906643010611223,0.5408571428100489,0.7812089264873957,0.3282857142778202,0.8086751456274258,0.21671428570984366
3,0.6620164174768103,0.644771428536172,0.705080344562202,0.49728571425102824,0.706742695206098,0.30142857142274,0.7440662095743206,0.20107142856937424
4,0.5765453520028626,0.5880285714010246,0.6252611052041561,0.45371428568953354,0.634646417271963,0.2745714285672673,0.6805879398041503,0.18542857142780025
5,0.49950692699344396,0.5312857142421338,0.5504288623361792,0.41014285712575693,0.5647419155395498,0.24771428570443754,0.6181930867085601,0.16978571428569386
6,0.4294763938915661,0.4745428571140354,0.4799247586242195,0.36657142856003333,0.49686909976462157,0.22085714285250246,0.5568372462874494,0.15414285714304957
7,0.3652415734737803,0.4177999999819444,0.41319353875381987,0.32299999999274365,0.4308838145001063,0.19399999999864048,0.49647864534013697,0.1384999999998542
8,0.3058140349877862,0.36105714284649315,0.34976761358549474,0.2794285714242652,0.3666559681373364,0.16714285714296953,0.4370779458323748,0.12285714285608819
9,0.25039968040347094,0.30431428570850194,0.289252526979323,0.23585714285025153,0.30406790049050025,0.14028571428554418,0.3785980664905473,0.1072142857117247
10,0.1983623623488693,0.2475714285623425,0.2313144533089375,0.19228571428479266,0.24301296085607424,0.11342857142649053,0.32100401985888827,0.09157142856673291
11,0.14919102607388884,0.1908285714276931,0.17566974325015594,0.1487142857143373,0.18339426712168785,0.08657142857399878,0.2642627624617117,0.07592857143144367
12,0.10247280153140464,0.13408571428510999,0.12207630767076352,0.10514285713970897,0.1251236214738258,0.059714285717820365,0.20834306096297547,0.060285714289168436
13,0.0578718060719362,0.0773428571458067,0.0703265529446752,0.061571428574958925,0.06812054742357398,0.032857142859550395,0.1532153616859732,0.04464285714689933
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
