,R32_x,"P, MPa","T, K"
0,0.025000000001890357,0.021779941485691973,283.2
1,0.02600000000285986,0.022655549454743223,283.2
2,0.050000000003990575,0.04377363695621444,283.2
3,0.07500000000300724,0.06598834755829558,283.2
4,0.1000000000021697,0.08843264608376095,283.2
5,0.1059999999970077,0.09385443454538728,283.2
6,0.12499999999886496,0.11111558873180942,283.2
7,0.15000000000010136,0.13404682583402525,283.2
8,0.17499999999988322,0.15723666117658297,283.2
9,0.1999999999981254,0.18069610845002176,283.2
10,0.2249999999947652,0.2044369504225436,283.2
11,0.24999999998974765,0.2284718016968422,283.2
12,0.27099999999606555,0.24889814519051218,283.2
13,0.2749999999958577,0.25281417522851724,283.2
14,0.2999999999941771,0.27747855176018343,283.2
15,0.3249999999922171,0.3024804522307197,283.2
16,0.349999999989814,0.3278365105785934,283.2
17,0.37499999998688127,0.35356454531599946,283.2
18,0.39999999998332764,0.3796836260378721,283.2
19,0.42499999997905696,0.40621412957929776,283.2
20,0.4279999999784919,0.4094264549681119,283.2
21,0.44999999997397144,0.4331777779833642,283.2
22,0.47499999996797376,0.4605976468431871,283.2
23,0.49999999996097366,0.488498127412225,283.2
24,0.5249999999779617,0.51690481862471,283.2
25,0.549999999974583,0.5458443131009422,283.2
26,0.5579999999734149,0.5552219171241768,283.2
27,0.5749999999707898,0.5753438294694916,283.2
28,0.5999999999665833,0.6054306144345891,283.2
29,0.6249999999620072,0.6361310110172892,283.2
30,0.6499999999571757,0.6674690374882224,283.2
31,0.6749999999523161,0.6994642518599257,283.2
32,0.6999999999478306,0.7321285732139702,283.2
33,0.7249999999443838,0.765461581083761,283.2
34,0.7499999999430084,0.7994435999837766,283.2
35,0.7749999999451898,0.8340255812452695,283.2
36,0.7999999999527654,0.869114419097978,283.2
37,0.8149999999605514,0.8903487339645033,283.2
38,0.02500000000188384,0.03252442742163885,298.1
39,0.05000000000391722,0.06541467887053241,298.1
40,0.07500000000299051,0.09868383602179985,298.1
41,0.07600000000295273,0.10002268479798486,298.1
42,0.10000000000215133,0.13234632151965564,298.1
43,0.12499999999889476,0.16641742492474418,298.1
44,0.1500000000001127,0.20091341553146205,298.1
45,0.17499999999985605,0.23585162636234502,298.1
46,0.18999999999896072,0.25703445665207136,298.1
47,0.1999999999980461,0.27125053951786815,298.1
48,0.22499999999462236,0.30712987644241224,298.1
49,0.24999999998953087,0.34351069316187005,298.1
50,0.2749999999958038,0.3804154801769829,298.1
51,0.2969999999944482,0.4133441629446703,298.1
52,0.29999999999412424,0.4178682649921532,298.1
53,0.324999999992153,0.45589471699707584,298.1
54,0.34999999998973697,0.4945222494724007,298.1
55,0.3749999999867902,0.5337801152577306,298.1
56,0.3899999999847298,0.5576502812714513,298.1
57,0.3999999999832218,0.5736994884616503,298.1
58,0.4249999999789362,0.6143135218633264,298.1
59,0.4499999999738359,0.6556573648815537,298.1
60,0.47499999996782527,0.6977681202822341,298.1
61,0.49999999996081446,0.7406847081935941,298.1
62,0.5249999999778994,0.7844475925864395,298.1
63,0.5499999999745201,0.8290983029295703,298.1
64,0.551999999974232,0.8327099689133347,298.1
65,0.5749999999707278,0.8746786625115011,298.1
66,0.5999999999665249,0.9212295809845679,298.1
67,0.6249999999619547,0.9687892198022615,298.1
68,0.6279999999613859,0.9745657943125742,298.1
69,0.025000000002515118,0.057473558455237515,323.1
70,0.04700000000399312,0.10871276735092374,323.1
71,0.05000000000387362,0.11574920117561428,323.1
72,0.07500000000295734,0.17485806747604687,323.1
73,0.09999999999650618,0.23483354048829402,323.1
74,0.11299999999798668,0.2663749661653024,323.1
75,0.12499999999902443,0.2957111268402032,323.1
76,0.15000000000013453,0.3575286549187067,323.1
77,0.17399999999983165,0.41779520051763996,323.1
78,0.17499999999978796,0.420326465182172,323.1
79,0.19999999999786527,0.48414761481569124,323.1
80,0.22499999999436834,0.549038096544568,323.1
81,0.23099999999329607,0.5647763205968198,323.1
82,0.2499999999893128,0.6150470718313268,323.1
83,0.2749999999956232,0.6822271176843936,323.1
84,0.28499999999501063,0.7094395059932297,323.1
85,0.29999999999399296,0.7506344825554887,323.1
86,0.32499999999199247,0.820329351448792,323.1
87,0.33499999999107133,0.8485820751342229,323.1
88,0.34999999998954306,0.8913761081105471,323.1
89,0.37499999998655975,0.9638435868538292,323.1
90,0.3819999999856168,0.9843989679158341,323.1
91,0.025000000001325684,0.09150415204511114,348.1
92,0.02900000000240837,0.10628538678985633,348.1
93,0.05000000000380997,0.1845408972280706,348.1
94,0.0700000000030878,0.26011790451756805,348.1
95,0.0750000000029011,0.2791761596398107,348.1
96,0.09999999999675728,0.3754805561489479,348.1
97,0.1089999999977916,0.4105731333313861,348.1
98,0.12499999999908432,0.4735296557005307,348.1
99,0.14600000000010704,0.5572982909757737,348.1
100,0.15000000000017163,0.5734044539211599,348.1
101,0.17499999999966573,0.6751918806799628,348.1
102,0.18199999999924765,0.7040476583456363,348.1
103,0.19999999999765855,0.7789853642498472,348.1
104,0.21399999999594718,0.8380231278146258,348.1
105,0.2249999999937719,0.8848854552153679,348.1
106,0.24799999998871536,0.9842671044142819,348.1
