,0
0,2.649251142335143
1,2.577249957507514
2,2.615590106034513
3,2.743898573470157
4,3.1799656430196217
5,4.34475779299842
6,4.562250669858269
7,2.699909107576439
8,2.8287244053356604
9,3.108253040652172
10,2.515146589896364
11,2.7036719912601193
12,2.7139225243409872
13,2.9293007172583128
14,3.6192630644687775
15,3.101151600248896
16,2.6879832188686907
17,2.8400753389618214
18,2.3918866781815566
19,2.760668978897782
20,2.8900420084557905
21,3.092282718886977
22,2.7580635308385184
23,2.8164123644973857
24,2.8193921334337553
25,4.486253264435284
26,2.989189559814296
27,3.220528581953774
28,2.982387140574064
29,2.5859936583011014
30,2.7307269740694133
31,3.5136939297173018
32,4.443237099731627
33,2.7776407604721567
34,4.436275806427614
35,3.030022836633121
36,3.2102771027867782
37,4.450796395575246
38,3.234083191940504
39,3.1935972187187267
40,2.7634840353112544
41,4.534212747440038
42,2.819501354041509
43,2.93900671277618
44,2.700457201307725
45,3.942019585140467
46,2.556335862390947
47,3.1443331961986094
48,2.5350447740277016
49,2.886323024778169
50,2.4703135781983208
51,4.405921709922299
52,3.2310944674666
53,2.1823376809305817
54,2.5719737617551055
55,2.6906273856161915
56,2.85494117904554
57,2.8804799175847013
58,2.682496140420623
59,4.104328956709424
60,2.426444714223919
61,3.5234492283428045
62,3.124486752495546
63,2.9973618176242236
64,2.6725069360754943
65,2.4999320869691557
66,2.591072292479798
67,2.4909202477768795
68,5.096971204162941
69,2.5382867304551375
70,2.965774158923699
71,2.3746617967206882
72,3.0847567764346975
73,2.708620950918265
74,3.9843140374912953
75,2.5524184304069935
76,2.874402363063042
77,2.9882564897352344
78,2.9526757132498127
79,2.8449316073783213
80,2.6258692878925967
81,4.369016878166477
82,2.9755456076078572
83,2.911233169415954
84,2.710249997805747
85,3.3392905322575976
86,3.2744177298217148
87,2.8470052610075127
88,4.869492469638721
89,2.136116107602823
90,2.5367910595242242
91,4.7573886802215695
92,2.7977898583908063
93,2.2136628728829204
94,3.291631298432365
95,2.4267060907144975
96,2.930187272304395
97,3.134858167551974
98,2.6556997721838917
99,3.8835306104328473
