,IL_x,R32_x,R125_x,IL_y,R32_y,R125_y,IL_x2,R32_x2,R125_x2,IL_y2,R32_y2,R125_y2,IL_x3,R32_x3,R125_x3,IL_y3,R32_y3,R125_y3
0,0.972528209,9.92E-05,0.027372538,1.00E-08,0.000999926,0.99900003,0.973456049,8.67E-05,0.026457223,1.00E-08,0.001,0.999,0.973455455,7.89E-05,0.026465673,1.00E-08,0.001000014,0.998999993
1,0.95594389,0.02416086,0.01989515,0,0.25,0.75,0.958745044,0.021538246,0.01971671,1.00E-08,0.25,0.75,0.960658299,0.019607723,0.019733978,1.00E-08,0.25,0.75
2,0.9400583,0.047089,0.01285228,0,0.5,0.5,0.944159876,0.042792005,0.013048119,1.00E-08,0.5,0.5,0.947936707,0.038996256,0.013067036,1.00E-08,0.5,0.5
3,0.924887,0.0688797,0.00623282,0,0.75,0.25,0.929756155,0.063767265,0.006476575,1.00E-08,0.750000002,0.249999991,0.935338887,0.058171335,0.006489778,1.00E-08,0.75,0.25
4,0.91095,0.088805,0.00024231,0,0.99,0.01,0.916095877,0.083646858,0.000257265,1.00E-08,0.99,0.01,0.923358354,0.076383708,0.000257938,1.00E-08,0.99,0.01
