,0
0,0.5585478921261721
1,0.6442669521472189
2,0.6346136080317226
3,0.6744380270682225
4,0.6506523425489179
5,0.7620190097071596
6,0.6515333381704543
7,0.6421227341098913
8,0.6126956940204424
9,0.618522414259948
10,0.558941576651435
11,0.61025523313156
12,0.5966141835942986
13,0.5658328166092554
14,0.7939524780571341
15,0.7034279286095575
16,0.6362099882055402
17,0.6153907954535872
18,0.6200323470454834
19,0.6233470589319082
20,0.6129129382388531
21,0.6359191149754911
22,0.6559550503325823
23,0.6013815102216293
24,0.6036160674245148
25,0.6095590482149185
26,0.6589831410057444
27,0.5686059376386596
28,0.5758708650230236
29,0.7723245197127753
30,0.6311705299670735
31,0.6709340956270275
32,0.5487125359563332
33,0.5741731417999943
34,0.6452446015639293
35,0.6096840222454771
36,0.6600868635534342
37,0.6652939403137399
38,0.6456735585446272
39,0.6023215922828209
40,0.6981696911543047
41,0.6055392688721198
42,0.5457234720692823
43,0.5774555362189386
44,0.5933021811821445
45,0.6040294866950977
46,0.5973128109961997
47,0.5779400469072091
48,0.6335184337687767
49,0.6079570099954764
50,0.6122573011402361
51,0.6028546209839668
52,0.6141069540093957
53,0.7424511454022998
54,0.6524330781336626
55,0.7322301347066072
56,0.6129517838153287
57,0.6102810232263197
58,0.6141744617507879
59,0.6017716556551415
60,0.5622042732933991
61,0.6100872984223435
62,0.6042090747205386
63,0.6055981081536485
64,0.7504299429892691
65,0.6096123792749654
66,0.5882344130022413
67,0.6422243219489986
68,0.6061305168345313
69,0.6087965315421101
70,0.6181401028069669
71,0.6130782691977827
72,0.6125649556332996
73,0.7285972968283965
74,0.6079488647821155
75,0.5181109365909186
76,0.7589994967964886
77,0.6999638197269149
78,0.6100521829796653
79,0.5932078681724303
80,0.6030981361006089
81,0.6902205631470986
82,0.6812835844883024
83,0.6426396501606254
84,0.7194273760872981
85,0.6047214360960868
86,0.6038144648062808
87,0.7026883229511746
88,0.6099893721526698
89,0.6115221057978332
90,0.733012468998491
91,0.6101963842186445
92,0.6207605575758686
93,0.6113957802962731
94,0.5901557864267384
95,0.6354827819873186
96,0.5781609425742958
97,0.7899200897585729
98,0.6099345550497984
99,0.6638208143300679
