,P1,x1
0,0.9905893112504648,0.40999999997689307
1,0.9076946320676103,0.38221428569498983
2,0.827844661909774,0.3544285713987968
3,0.7508138479298692,0.32664285711983426
4,0.6763958586368585,0.29885714283957554
5,0.6044024552794041,0.2710714285582249
6,0.534662138995229,0.2432857142759664
7,0.4670187460509844,0.21549999999296537
8,0.40133006610850436,0.18771428570926282
9,0.3374665288913576,0.15992857142522915
10,0.2753099819375872,0.1321428571371156
11,0.21475257033476644,0.10435714285545336
12,0.1556957151755866,0.07657142857153282
13,0.09804918970148413,0.048785714285522315
14,0.0,0.0
