,P1,x1,P2,x2,P3,x3,P4,x4
0,0.7997268272707053,0.681,0.9903184415926037,0.5209999999999998,1.0097285068251731,0.285,0.983329700568632,0.17099999999999999
1,0.6888,0.6329285714285714,0.9201565607294728,0.4842142857142857,0.9330724331557404,0.26492857142857135,0.9096621442843745,0.1590714285714286
2,0.7006052959244586,0.5848571428571429,0.8489266115855896,0.44742857142857134,0.8572677409852995,0.24485714285714286,0.8368335119225078,0.14714285714285705
3,0.645976295349018,0.5367857142857143,0.7770916132481733,0.410642857142857,0.7823178571168415,0.22478571428571426,0.7648221466268966,0.13521428571428568
4,0.5893283537969524,0.4887142857142857,0.7050154596814203,0.3738571428571428,0.708223197664773,0.20471428571428565,0.6936074979325244,0.12328571428571428
5,0.5313839815652996,0.44064285714285706,0.6329829557360626,0.33707142857142863,0.6349816560646933,0.18464285714285708,0.6231700238811976,0.11135714285714292
6,0.4726902967905201,0.39257142857142857,0.5612159903702031,0.3002857142857142,0.5625890177982169,0.16457142857142848,0.5534911051686212,0.09942857142857135
7,0.4136599542860329,0.3445,0.4898864675183079,0.26349999999999996,0.4910393132369184,0.14449999999999996,0.4845529695320189,0.08750000000000002
8,0.354603081650969,0.2964285714285713,0.4191265904842528,0.2267142857142857,0.4203251181216261,0.12442857142857139,0.4163386248845572,0.07557142857142861
9,0.2957517775286864,0.24835714285714272,0.3490370213203325,0.18992857142857145,0.35043780962514154,0.10435714285714287,0.34883179993561036,0.06364285714285714
10,0.23727874727503107,0.20028571428571407,0.2796933499794546,0.15314285714285708,0.2813677846108845,0.08428571428571435,0.28201689119568774,0.05171428571428563
11,0.17931143107656988,0.15221428571428552,0.21115122574150594,0.11635714285383143,0.21310464544640942,0.06421428571428583,0.2158789152838739,0.039785714285714244
12,0.12194270922730284,0.10414285714111186,0.14345043132994656,0.07957142857139485,0.14563735687441748,0.04414285714285714,0.15040346487709527,0.027857142857142792
13,0.06523901086021493,0.05607142857142845,0.07661811064657638,0.04278571428522247,0.07895436844010366,0.024071428571428362,0.08557666122949278,0.01592857142857133
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
