,0
0,1.2854419239915629
1,1.4485541211968018
2,1.3657887428078241
3,1.2357314893957918
4,1.4455745249114724
5,1.005264582749068
6,1.4506104904605226
7,1.4495187245674808
8,1.4292101847541803
9,1.3735896232587896
10,1.4350688363214958
11,1.4229899961579935
12,1.409435107038653
13,1.4195400605279827
14,1.4379219514731942
15,1.4574030958709547
16,1.4381338420573344
17,1.4560003011337581
18,1.4553688369568234
19,1.3820227264387885
20,1.4550336298112112
21,1.4483225081316513
22,1.423384456613224
23,1.4214063369626586
24,1.4231760228606516
25,1.4481496852633473
26,1.424151286231683
27,1.4305886254009164
28,1.3551453900435957
29,1.4100256754796925
30,1.4440152704641822
31,1.4446789219651006
32,1.272719598442758
33,1.4179583366457258
34,1.375127246125901
35,1.3681271117967637
36,1.3626199137333168
37,1.3744960897399467
38,1.4179546112689414
39,1.4159060034939805
40,1.4229112091556102
41,1.4597620720285442
42,1.3116590287290095
43,1.395972895264455
44,1.4376968187464807
45,1.4479598747468825
46,1.4130411836704373
47,1.4054816868581703
48,1.4527990262033914
49,1.420506749791956
50,1.4461915130529885
51,1.4523891806494027
52,1.3239056147100583
53,1.4495654527607051
54,1.451773312664191
55,1.4479348124425415
56,1.4134580250108646
57,1.4530083728881233
58,1.4337638351412418
59,1.4141996711609905
60,1.4326684979706228
61,1.4126720436398288
62,1.4312472411724735
63,1.4547694726340608
64,1.3731527892295075
65,1.4444013095178538
66,1.4392107568719246
67,1.4240346580417198
68,1.416354694934116
69,1.4471041963354128
70,1.4525231731759838
71,1.4502603104995333
72,1.378156609576437
73,1.4224045654509712
74,1.3843773696257367
75,1.4220703223373823
76,1.4186930610731918
77,1.4223214138845313
78,1.4158849341583357
79,1.3495372593918067
80,1.3057051395129302
81,1.3285345961160564
82,1.4372607337368222
83,1.3791001041533133
84,1.4377702621801427
85,1.4223478067675999
86,1.3583002632116787
87,1.4567368884220335
88,1.106358437581239
89,1.4391352725451012
90,1.3054944508727389
91,1.4327488929790992
92,1.4534677525371973
93,1.4394993755648162
94,1.4322057389318839
95,1.455297182645076
96,1.4351035171399347
97,1.4509889871385304
98,1.4355687486815767
99,1.438324846720582
