,R32_x,"P, MPa"
0,0.014000000000626569,0.009726126253838365
1,0.1359999999994669,0.09970400750749432
2,0.30599999999424793,0.24534701284301721
3,0.44799999997745743,0.39376443083586377
4,0.5699999999755956,0.5505917723933164
5,0.6719999999625972,0.7104458354089405
6,0.7859999999632217,0.9234680600193593
7,0.010000000000189888,0.010702369835802328
8,0.09500000000233949,0.10489574155195737
9,0.21799999999612074,0.25319580803916375
10,0.32499999999256196,0.3970182082415833
11,0.41699999998173165,0.5351544066187748
12,0.49899999996451144,0.6727983900523176
13,0.5699999999741193,0.8058079458445909
14,0.6429999999635987,0.9588143844336717
15,0.005000000000271085,0.009867907538236203
16,0.055000000003683616,0.11012973173843653
17,0.13299999999947532,0.2726966178510531
18,0.19999999999788373,0.41906774098657823
19,0.26399999999634466,0.5655130726315913
20,0.31999999999245987,0.699680842961333
21,0.36799999998751864,0.8197319140888366
22,0.41699999998021603,0.9476814205333216
23,0.0020000000000828066,0.006513874793670952
24,0.034000000004462815,0.11162418104961774
25,0.08399999999447763,0.2792260797015039
26,0.13099999999958797,0.44070128098037725
27,0.1749999999996246,0.5955112933635431
28,0.21599999999510686,0.7431053750128581
29,0.25399999998711437,0.8829249323822513
30,0.2879999999944437,1.0106147524742821
