,R32_x,"P, MPa"
0,0.014000000000626464,0.012905123157097676
1,0.13599999999948775,0.13162500506885552
2,0.3059999999941724,0.3206356734952259
3,0.4479999999767628,0.507987516106523
4,0.5699999999745247,0.6985299695499598
5,0.6719999999595568,0.8826576754271918
6,0.7859999999554347,1.1049008228582455
7,0.010000000001139486,0.013897802699985962
8,0.09500000000236736,0.13667480943412103
9,0.21799999999617697,0.33158992678711513
10,0.3249999999927319,0.522251271465135
11,0.4169999999820078,0.7064407884230374
12,0.49899999998247174,0.8903371211368419
13,0.5699999999743615,1.0674516190622898
14,0.6429999999637975,1.2687174515758568
15,0.005000000000000067,0.012412688286846267
16,0.05500000000374369,0.13956241201581576
17,0.1329999999994503,0.3499863836759936
18,0.1999999999981563,0.5443614504793086
19,0.26399999999644597,0.7439331504620084
20,0.31999999999286965,0.9316063666244208
21,0.3679999999884009,1.1037090909703584
22,0.41699999998169207,1.2917053204977533
23,0.0,0.0
24,0.0339999999985693,0.13768034115449668
25,0.0839999999942435,0.3487509820041641
26,0.13099999999947376,0.557507015018551
27,0.17499999999976842,0.76314717340376
28,0.2159999999958888,0.9647291400947883
29,0.2539999999880892,1.1611604846126842
30,0.28799999997774645,1.3456346450960979
