,R32_x,"P, MPa"
0,0.014000000000000009,0.009084591552603608
1,0.13599999999999995,0.09065620557033671
2,0.3060000000000001,0.21325167464496605
3,0.4479999999999999,0.32701005214197715
4,0.5700000000000001,0.4373368279630541
5,0.672,0.5433227686333573
6,0.7860000000000001,0.6858454733063514
7,0.010000000000000009,0.010150806446366062
8,0.095,0.09831258588778874
9,0.21799999999999978,0.23268180888958614
10,0.325,0.3576728738670335
11,0.417,0.4728747637405974
12,0.499,0.5832978675503581
13,0.57,0.6864666433980979
14,0.643,0.8020239912969397
15,0.005000000000000073,0.009537649111931305
16,0.054999999999999966,0.10625804558328349
17,0.13300000000000003,0.26235210675342646
18,0.1999999999999999,0.402091291539292
19,0.264,0.5411140932966608
20,0.31999999999999995,0.667779037066429
21,0.36799999999999994,0.7805473213351498
22,0.417,0.9001542412369831
23,0.001999999999999863,0.0063773018619263195
24,0.03400000000000009,0.10944213995806273
25,0.08400000000000002,0.27446563681488256
26,0.13099999999999995,0.43433293068519374
27,0.17500000000000002,0.5885000006585451
28,0.2159999999999999,0.7363860722722496
29,0.254,0.8773758527919328
30,0.28800000000000014,1.00696063817163
