,R32_x,"P, MPa"
0,0.01400000000062714,0.00980733446458058
1,0.1359999999994213,0.10165160656671937
2,0.3059999999945219,0.2548798444190951
3,0.4479999999784628,0.4171071912920612
4,0.5699999999768456,0.5949057271620682
5,0.6719999999653525,0.781630713111811
6,0.7859999999672127,1.0335591619865443
7,0.010000000000190145,0.010788104529242162
8,0.09500000000236838,0.10707641057533278
9,0.21799999999645603,0.2639846677852456
10,0.32499999999310303,0.4230588985187831
11,0.41699999998301873,0.5828126606725321
12,0.4989999999676736,0.749086696267052
13,0.5699999999764572,0.9164489600496559
14,0.6429999999679237,1.1164795306149655
15,0.005000000000271747,0.00993586013945587
16,0.05500000000371754,0.11214794907094305
17,0.13299999999940917,0.28315173936701377
18,0.1999999999982776,0.4433766411186285
19,0.26399999999656126,0.610384302317058
20,0.3199999999932293,0.7699493185338161
21,0.3679999999887449,0.9185792407248407
22,0.4169999999824705,1.0836197952047488
23,0.0020000000000834233,0.0065508517306496665
24,0.03399999999856338,0.11329536068340505
25,0.08399999999416638,0.28780696931860994
26,0.13099999999942993,0.46145411928139884
27,0.1749999999998773,0.6335998658662357
28,0.2159999999960054,0.8034606781492679
29,0.2539999999884623,0.9700932521294444
30,0.28799999997859654,1.1276224056954633
