,0
0,34143.55215597572
1,84515.90708342263
2,165716.55797823818
3,
4,281130.3826961339
5,978974.8344693511
6,0.0
7,0.0
8,86842.25647707732
9,176507.29663244815
10,259973.69600399098
11,330809.75711415365
12,
13,
14,1190443.318544192
15,14271202.568334375
16,86081.43420291545
17,180339.24094686023
18,263794.19657290104
19,346560.2329320213
20,424855.1175806707
21,495413.194388241
22,0.0
23,740369.9393684873
24,72529.35053291563
25,164114.39541701414
26,253742.82361904517
27,330682.6073667326
28,424679.7288437344
29,515581.6747357003
30,663814.9670725998
31,807743.8033743573
