,IL_x,R32_x,R125_x,IL_y,R32_y,R125_y,IL_x2,R32_x2,R125_x2,IL_y2,R32_y2,R125_y2,IL_x3,R32_x3,R125_x3,IL_y3,R32_y3,R125_y3
0,0.97219442,0.00096941,0.02683617,1.00E-08,0.01,0.99,0.97292108,0.00086707,0.02621185,1.00E-08,0.01,0.99,0.97299066,0.00078859,0.02622074,1.00E-08,0.01,0.99
1,0.955704365,0.024140454,0.020155181,1.00E-08,0.25,0.75,0.95874501,0.021538245,0.01971671,1.00E-08,0.249999994,0.749999994,0.960658299,0.019607723,0.019733978,1.00E-08,0.25,0.75
2,0.938480282,0.04817809,0.013341629,1.00E-08,0.5,0.5,0.944159876,0.042792005,0.013048119,1.00E-08,0.5,0.5,0.947936707,0.038996256,0.013067036,1.00E-08,0.5,0.5
3,0.921109013,0.072254888,0.006636099,1.00E-08,0.75,0.25,0.92975616,0.063767264,0.006476576,1.00E-08,0.75,0.25,0.935338887,0.058171335,0.006489778,1.00E-08,0.75,0.25
4,0.90419742,0.095538,0.00026458,1.00E-08,0.99,0.01,0.916095877,0.08364686,0.000257265,1.00E-08,0.99,0.01,0.92335835,0.07638371,0.00025794,1.00E-08,0.99,0.01
