,IL_x,R32_x,R125_x,IL_y,R32_y,R125_y
0,0.9323084684705463,0.0001323904340116288,0.06755914109544203,1e-08,0.0006087996287459526,0.9993912003712541
1,0.8939878681902219,0.05766335183440495,0.0483487799753732,1e-08,0.27012367102858825,0.7298763289714119
2,0.8552520701705447,0.11575730525075456,0.028990624578700705,1e-08,0.5529286741592797,0.44707132584072035
3,0.8227493019400332,0.16445508919707408,0.012795608862892837,1e-08,0.7989828278396984,0.20101717216030168
4,0.8009627700680291,0.19707244766926352,0.0019647822627074313,1e-08,0.9687363255572192,0.03126367444278088
