,283,298,303,328
0,0.8779728780575085,0.9774627982504697,0.9867862851372353,0.9818936364239913
1,0.8007838028765415,0.8942657759019217,0.9070345570604957,0.9131714876665578
2,0.7264470800156442,0.8142270236503425,0.8292392869657215,0.8455207432725776
3,0.6552683943862238,0.7370962724299295,0.7532824272629605,0.778901174541078
4,0.5871130949850822,0.6626256620531703,0.6790556834012527,0.7132747861486436
5,0.5217111299441494,0.5905835690274955,0.606459665131079,0.6486056597322775
6,0.45877222151361174,0.520759673988397,0.5354030844846361,0.5848598110084101
7,0.3980268176465178,0.45296579870453646,0.46580200892151974,0.5220050568861653
8,0.33923793016504017,0.38703479231369287,0.39757917601461795,0.4600108950842719
9,0.2822018093578242,0.32281862479432466,0.33066336910903293,0.39884839220097235
10,0.22674469771370423,0.26018625224196645,0.2649888508801875,0.3384900807996676
11,0.17271857700277998,0.19902153217773358,0.20049485234627973,0.27890986441021787
12,0.11999702873191581,0.13922130634292776,0.137125110278246,0.22008292934377405
13,0.06847157978886573,0.0806936867886692,0.07482744076412387,0.16198566375993537
14,0.0,0.0,0.0,0.0
