,R32_x,"P, MPa","T, K"
0,0.1359999999994361,0.09086630598107717,283.15
1,0.305999999994379,0.2267305344847401,283.15
2,0.4479999999782412,0.36946116403264395,283.15
3,0.5699999999490084,0.5252804230278788,283.15
4,0.6719999999650957,0.6894800281212619,283.15
5,0.7859999999674666,0.9165586706850698,283.15
6,0.095000000002363,0.09662896427833716,298.15
7,0.21799999999651834,0.23734131909879405,298.15
8,0.3249999999929032,0.378997414292718,298.15
9,0.4169999999828284,0.5203842703127602,298.15
10,0.498999999967241,0.6668156243758844,298.15
11,0.5699999999477768,0.8137330993260556,298.15
12,0.6429999999674815,0.9892262992911138,298.15
13,0.05500000000373405,0.1025581119096047,323.15
14,0.13299999999939152,0.2582777761526402,323.15
15,0.19999999999823595,0.40345297706489874,323.15
16,0.2639999999872507,0.5540255096537383,323.15
17,0.3199999999930342,0.6971826891803943,323.15
18,0.36799999998860766,0.8299209894391018,323.15
19,0.4169999999822211,0.976645059257228,323.15
20,0.033999999998565164,0.10473753157065406,348.05
21,0.08399999999429118,0.2656037632081002,348.05
22,0.13099999999934667,0.4251025673353819,348.05
23,0.17499999999979163,0.5826472242065059,348.05
24,0.2159999999958887,0.737527160134081,348.05
25,0.253999999988715,0.8888983990690389,348.05
26,0.28799999997807874,1.031474958890377,348.05
