,R125_x,"P, MPa","T, K"
0,0.08499999999999987,0.10046018110008524,283.1
1,0.16800000000007148,0.20054519367657017,283.1
2,0.25000000000000006,0.30093042130219355,283.1
3,0.3309999999999999,0.40087137288943187,283.1
4,0.41300000000000003,0.5017025356111579,283.1
5,0.496,0.6015535674792761,283.1
6,0.583,0.7005945980405962,283.1
7,0.6809999999999999,0.798661625260298,283.1
8,0.05500000000000007,0.0985892592775258,298.1
9,0.10899999999999979,0.19746082585636104,298.1
10,0.1610000000001821,0.29455647647321015,298.1
11,0.2129999999963157,0.39446973825885767,298.2
12,0.26699999999999996,0.499064005434782,298.2
13,0.3169999999999999,0.5971564961635597,298.2
14,0.422,0.8028841073641739,298.1
15,0.5209999999999999,0.9959391887705247,298.1
16,0.029999999999999923,0.09792677637115199,323.1
17,0.05900000000000004,0.19433397269663188,323.1
18,0.08799999999999991,0.29250143758262775,323.1
19,0.1169999999999998,0.392472841543555,323.1
20,0.15200000000000002,0.5155895332106025,323.1
21,0.17600000000000002,0.6016012651418378,323.1
22,0.22799999999999995,0.7924935555288853,323.1
23,0.28500000000000003,1.0089976642420366,323.1
24,0.018000000000000183,0.09720482319860373,348.1
25,0.033999999999999926,0.18484482673420377,348.1
26,0.04999999999999996,0.2736826809909926,348.1
27,0.07399999999999991,0.40926339116561294,348.1
28,0.09699999999999986,0.5419173149363299,348.1
29,0.10499999999999993,0.5887048912420196,348.1
30,0.13999999999999999,0.7990410013685357,348.2
31,0.17099999999999999,0.9883253589799219,348.1
