,R125_x,"P, MPa","T, K"
0,0.024999999999999918,0.02890730516148358,283.1
1,0.05000000000000002,0.058028105690096754,283.1
2,0.07499999999999989,0.08735794482883259,283.1
3,0.0849999999999998,0.0991473188421179,283.1
4,0.10000000000000002,0.11689174682356208,283.1
5,0.1249999999999999,0.14662307438055533,283.1
6,0.14999999999999997,0.17654396997964875,283.1
7,0.16800000000007592,0.19819902436272052,283.1
8,0.17500000000000007,0.20664473119215815,283.1
9,0.1999999999999999,0.23691364681410038,283.1
10,0.225,0.2673366919806692,283.1
11,0.24999999999999994,0.29789717689003026,283.1
12,0.275,0.3285753424081084,283.1
13,0.30000000000000004,0.3593478947789058,283.1
14,0.32499999999999984,0.3901874706537215,283.1
15,0.3309999999999999,0.3975954894971408,283.1
16,0.3499999999999999,0.4210620226519806,283.1
17,0.37500000000000006,0.45193411472791406,283.1
18,0.39999999999999997,0.4827601158416398,283.1
19,0.41300000000000003,0.49875488705551735,283.1
20,0.42500000000000004,0.5134892799869436,283.1
21,0.45,0.5440627007702715,283.1
22,0.4749999999999998,0.5744121298550003,283.1
23,0.49599999999999994,0.5996751604745537,283.1
24,0.5,0.6044586512643804,283.1
25,0.525,0.6341112086295426,283.1
26,0.5499999999999999,0.6632649912314185,283.1
27,0.575,0.6917996989351145,283.1
28,0.583,0.7007780965557795,283.1
29,0.6000000000000001,0.7195777284940656,283.1
30,0.625,0.746442358036307,283.1
31,0.65,0.7722160584209111,283.1
32,0.6809999999999999,0.8023587884220206,283.1
33,0.025000000000000033,0.04472331024570549,298.1
34,0.050000000000000135,0.08986551479979257,298.1
35,0.05499999999999997,0.09894392013087003,298.1
36,0.07499999999999976,0.13542295516701447,298.1
37,0.10000000000000002,0.18139047132049,298.1
38,0.10899999999999987,0.19803782713376844,298.1
39,0.1249999999989489,0.22776074364142118,298.1
40,0.1500000000001262,0.27452395447889005,298.1
41,0.1610000000001813,0.2952210856539359,298.1
42,0.17499999999982452,0.32166736821676917,298.1
43,0.1999999999979365,0.369174838234971,298.1
44,0.21299999999629493,0.3940160910415541,298.1
45,0.22499999999436066,0.4170262313968537,298.1
46,0.24999999999999992,0.4651967563783007,298.1
47,0.267,0.49811982274748695,298.1
48,0.275,0.5136561794935542,298.1
49,0.3,0.5623679098606116,298.1
50,0.31699999999999995,0.5956138835433908,298.1
51,0.3249999999999999,0.6112879315644626,298.1
52,0.35,0.6603635585479901,298.1
53,0.375,0.7095319842082883,298.1
54,0.39999999999999997,0.7587185948911369,298.1
55,0.42200000000000015,0.8019480426133179,298.1
56,0.42500000000000004,0.807835014087463,298.1
57,0.4499999999999999,0.8567768430828475,298.1
58,0.47499999999999987,0.9054210652015241,298.1
59,0.49999999999999994,0.9536230863898724,298.1
60,0.5210000000000001,0.9936478519801926,298.1
61,0.02500000000000001,0.08248179379014685,323.1
62,0.050000000000000044,0.1661168057356117,323.1
63,0.058999999999999934,0.19651147542440417,323.1
64,0.07499999999999996,0.2509244010446761,323.1
65,0.08800000000000001,0.2954938598964691,323.1
66,0.0999999999999999,0.3369227734617355,323.1
67,0.11700000000000002,0.3960903143411961,323.1
68,0.12500000000000003,0.42412836627072503,323.1
69,0.15000000000000008,0.512555389826402,323.1
70,0.15199999999999997,0.5196826807612525,323.1
71,0.175,0.6022152244135134,323.1
72,0.1760000000000001,0.6058273847141366,323.1
73,0.19999999999999987,0.6931156954058547,323.1
74,0.22500000000000003,0.785260194187757,323.1
75,0.22799999999999995,0.7964010979213776,323.1
76,0.25,0.8786466109312516,323.1
77,0.275,0.9732660369240677,323.1
78,0.28500000000000003,1.0114555005275125,323.1
79,0.024999999999999963,0.13552780576843754,348.1
80,0.034000000000000065,0.184956985128031,348.1
81,0.05000000000000003,0.27368917794180136,348.1
82,0.0740000000000001,0.408903045070803,348.1
83,0.07499999999999993,0.4145933191773395,348.1
84,0.09699999999999989,0.540951074328704,348.1
85,0.10000000000000012,0.5583579926054019,348.1
86,0.1049999999999999,0.5874652253337973,348.1
87,0.125,0.7051107404105659,348.1
88,0.13999999999999996,0.794653948236771,348.1
89,0.14999999999999994,0.8549905520951099,348.1
90,0.17099999999999999,0.9834173535151854,348.1
