,R125_x,"P, MPa","T, K"
0,0.024999999999999904,0.02947448231661067,283.1
1,0.05000000000000006,0.0591240909857275,283.1
2,0.07499999999999986,0.08894160378704487,283.1
3,0.0849999999999999,0.10091387965035181,283.1
4,0.10000000000000002,0.11891902130806134,283.1
5,0.12500000000000003,0.14904683548922146,283.1
6,0.14999999999999994,0.17931387228052287,283.1
7,0.1680000000000677,0.201185095006936,283.1
8,0.17500000000000004,0.2097070721460489,283.1
9,0.19999999999999993,0.24021123546082657,283.1
10,0.22499999999999992,0.270808732046844,283.1
11,0.24999999999999992,0.3014791708551939,283.1
12,0.275,0.3321990247981086,283.1
13,0.30000000000000004,0.3629412050942392,283.1
14,0.32499999999999996,0.3936745789722972,283.1
15,0.33099999999999996,0.40104541442681446,283.1
16,0.35,0.4243634241688779,283.1
17,0.37500000000000006,0.4549668134201055,283.1
18,0.4000000000000001,0.4854379221972529,283.1
19,0.413,0.501213151600075,283.1
20,0.425,0.5157232534435096,283.1
21,0.44999999999999984,0.5457617742857672,283.1
22,0.47499999999999987,0.5754839619829408,283.1
23,0.49600000000000005,0.6001486050566743,283.1
24,0.5,0.6048107602564693,283.1
25,0.525,0.633652453371353,283.1
26,0.5499999999999999,0.6619074749662308,283.1
27,0.5750000000000001,0.6894611831855378,283.1
28,0.5830000000000001,0.698109613454663,283.1
29,0.6,0.7161846553327407,283.1
30,0.625,0.7419335871965321,283.1
31,0.65,0.7665474290615849,283.1
32,0.6809999999999999,0.7952248778583364,283.1
33,0.024999999999999953,0.04518714457240133,298.1
34,0.050000000000000065,0.09077586351261938,298.1
35,0.05500000000000008,0.09994134606718993,298.1
36,0.07499999999999997,0.1367607980101821,298.1
37,0.10000000000000003,0.18313495365685348,298.1
38,0.10899999999999996,0.1999232190005843,298.1
39,0.12499999999895534,0.22988903808133015,298.1
40,0.15000000000012767,0.277011114555266,298.1
41,0.16100000000018036,0.2978576637025482,298.1
42,0.174999999999818,0.32448617485986875,298.1
43,0.19999999999791956,0.3722956400042629,298.1
44,0.21299999999627045,0.3972813565761692,298.1
45,0.2249999999943279,0.4204167799172059,298.1
46,0.24999999999999997,0.46882203913832965,298.1
47,0.267,0.5018832368102337,298.1
48,0.2750000000000001,0.5174782531314134,298.1
49,0.3,0.5663457382501808,298.1
50,0.31699999999999995,0.5996725357396131,298.1
51,0.32499999999999996,0.6153772347137432,298.1
52,0.3499999999999998,0.6645166804256679,298.1
53,0.375,0.7136977904197178,298.1
54,0.39999999999999997,0.7628424147415446,298.1
55,0.42200000000000004,0.8059868854630658,298.1
56,0.4250000000000001,0.8118586462302673,298.1
57,0.45,0.86063864990705,298.1
58,0.475,0.9090561886446249,298.1
59,0.4999999999999999,0.9569638272592637,298.1
60,0.521,0.99668732784446,298.1
61,0.0250000000000001,0.08232329098625897,323.1
62,0.04999999999999998,0.1658579754614411,323.1
63,0.05900000000000003,0.19623177397256786,323.1
64,0.07499999999999982,0.2506287149300976,323.1
65,0.08800000000000013,0.29520599200244263,323.1
66,0.1,0.33665948693066045,323.1
67,0.1169999999999998,0.3958918199894773,323.1
68,0.12499999999999993,0.42397305552154574,323.1
69,0.15000000000000008,0.5125905443914656,323.1
70,0.152,0.5197368579800332,323.1
71,0.17500000000000002,0.6025309017119204,323.1
72,0.17600000000000013,0.6061562707831729,323.1
73,0.19999999999999987,0.6938102445869919,323.1
74,0.225,0.786441057580974,323.1
75,0.22799999999999992,0.7976480032600485,323.1
76,0.25,0.880431212635453,323.1
77,0.2750000000000001,0.9757827695646706,323.1
78,0.2849999999999999,1.0143036986714888,323.1
79,0.025000000000000022,0.1340093691105155,348.1
80,0.034000000000000016,0.1829345382062965,348.1
81,0.050000000000000044,0.2708308158093381,348.1
82,0.07400000000000008,0.4049463269238807,348.1
83,0.07499999999999982,0.41059514721859347,348.1
84,0.09699999999999984,0.5361347302912203,348.1
85,0.10000000000000005,0.5534445575420864,348.1
86,0.10499999999999984,0.5823980605724591,348.1
87,0.1250000000000001,0.6995343421725692,348.1
88,0.14000000000000015,0.7888138753865329,348.1
89,0.14999999999999997,0.8490351865404449,348.1
90,0.1710000000000001,0.9773896159985014,348.1
