,0,1
0,-0.13536453291707237,-0.041899638854175116
1,-0.13542398916410994,-0.04167114377952939
2,-0.13095406698908094,-0.042103337323205946
3,-0.1351701514750631,-0.04154845722641286
4,-0.12863990186228771,-0.0410714310695102
5,-0.13238246519593694,-0.042747669514166045
6,-0.13527713543049974,-0.04158384837678384
7,-0.1353862982888609,-0.041647931000517946
8,-0.1279801830128217,-0.040779890562346856
9,-0.12863483972508474,-0.041069189650595056
10,-0.12865303661574665,-0.04107724720796287
11,-0.13310739998396628,-0.043076905035499984
12,-0.13531856626906016,-0.04195023549422551
13,-0.13543711935013664,-0.04178674459025403
14,-0.12907925368318263,-0.04126622768480891
15,-0.12958035976474333,-0.04148903588739955
16,-0.12896104882532808,-0.04121376822897301
17,-0.1354464219505542,-0.04174539196869156
18,-0.1350928821088305,-0.04153134301352626
19,-0.13497168992703704,-0.04211272576685985
20,-0.1304986134837654,-0.041899090373718
21,-0.13543281133964252,-0.041797569832439145
22,-0.13365905133797232,-0.04332846550690213
23,-0.13536438796754818,-0.04162979611790701
24,-0.12949792202465465,-0.0414523348462124
25,-0.13544616281140506,-0.04172621841783665
26,-0.1352331046806182,-0.041568468649428265
27,-0.13397073255033412,-0.04347099152404772
28,-0.13533373590225797,-0.0419342473882426
29,-0.13539669848393238,-0.041658311296707204
30,-0.1293288920362935,-0.04137714057571279
31,-0.13092191695639183,-0.042088900843460036
32,-0.135288647542788,-0.04158851219680525
33,-0.13231826385216094,-0.0427185848477388
34,-0.13334579099937927,-0.04318550535216982
35,-0.13532769255285354,-0.041940685525770884
36,-0.13543732820349416,-0.04178617046621776
37,-0.13544445542196823,-0.04176051373117585
38,-0.13150731792322823,-0.0423522186109839
39,-0.1352044666053559,-0.041557281798202214
40,-0.13540281130185405,-0.041850792407351796
41,-0.12891330585219998,-0.0411925904311293
42,-0.129901920939858,-0.041632370067934264
43,-0.13544664679067264,-0.04173346434430101
44,-0.13544226193652018,-0.04177031686515294
45,-0.13544609269465846,-0.0417492437709313
46,-0.12836106333463812,-0.04094806774227745
47,-0.12981808938157094,-0.04159497552535235
48,-0.13543678043541424,-0.04169229970522299
49,-0.13533411540876225,-0.041933839821329
50,-0.1316720282984673,-0.04242648002012652
51,-0.12882891047792064,-0.041155169264853915
52,-0.1293670010549519,-0.04139408693515316
53,-0.12927615201871198,-0.04135369453742602
54,-0.1320031669878943,-0.04257600959083799
55,-0.1315810001039032,-0.04238542954105142
56,-0.13444914968429264,-0.04146603591405904
57,-0.13533630183550643,-0.04161188039492446
58,-0.1292967316394039,-0.04136284249819825
59,-0.13544589681992086,-0.04172384497745296
60,-0.1300652270091107,-0.041705270622489195
61,-0.1333739185142721,-0.043198329935198156
62,-0.13544419900321458,-0.04171399737931514
63,-0.13208205109533125,-0.04261167655771582
64,-0.12962147997183635,-0.04150734935682315
65,-0.12898582149240884,-0.041224759272629606
66,-0.13542643210569125,-0.0418112248382469
67,-0.13544523363346425,-0.04175596785771136
68,-0.13544022969226455,-0.041777501779813805
69,-0.1354291331174681,-0.04180570299790526
70,-0.12896650830561399,-0.04121619032973037
71,-0.12825177212089128,-0.0408997713241378
72,-0.13092557339829125,-0.04209054256772711
73,-0.12870494699424573,-0.04110023788227209
74,-0.13530131373318482,-0.04197432817961711
75,-0.13174692654893855,-0.04246027402095236
76,-0.13517174025611284,-0.04154884310095113
77,-0.12784686493839825,-0.04072111404772752
78,-0.1354095221414224,-0.0418406521905102
79,-0.13189423966867245,-0.04252678785796194
80,-0.1284699751205302,-0.040996227847034813
81,-0.1353850993079232,-0.041646838577555516
82,-0.132633328708626,-0.04286142980473422
83,-0.12811162991608457,-0.04083788768585502
84,-0.135429517462048,-0.041679125631085945
85,-0.13337831173007852,-0.04320033320629187
86,-0.13440369065325478,-0.0436694528472433
87,-0.1282229356881482,-0.0408870335848698
88,-0.1362236506949995,-0.04450987557139332
89,-0.13536813488424526,-0.04163258610924896
90,-0.1353702640429323,-0.0416342246974373
91,-0.1354258449191216,-0.04181238394740357
92,-0.1322648119511507,-0.04269437892505128
93,-0.12981169517117466,-0.04159212406016752
94,-0.1354418969204297,-0.04170541409657983
95,-0.1307651026980244,-0.04201852698736059
96,-0.1305893021993081,-0.0419397137054683
97,-0.12858264078743456,-0.04104608091015971
98,-0.12814328385861548,-0.040851860839982
99,-0.12833118886421194,-0.04093486291379247
